transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122034|m.65152,ccan3355,_ , 1, -, -, -,  N,-,106,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122050|m.65155,ccan3356,M , 3, -, -, -,  Y,-,123,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12206|m.11790,ccan3357,_ , 4, -, -, -,  N,-,192,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12208|m.11791,ccan3358,_ , 1, -, -, -,  N,-,150,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12209|m.11792,ccan3359,M , 4, -, -, -,  N,-,216,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122091|m.65171,ccan3360,_ , 3, -, -, -,  N,-,130,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_1221|m.1419,ccan3361,_ , 2, -, -, -,  N,-,433,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12210|m.11793,ccan3362,_ , 4, -, -, -,  N,-,199,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122101|m.65173,ccan3363,_ , 3, -, -, -,  N,-,102,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122127|m.65179,ccan3364,_ , 2, -, -, -,  N,-,115,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122136|m.65183,ccan3365,_ , 2, -, -, -,  N,-,112,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122139|m.65186,ccan3366,_ , 4, -, -, -,  N,-,133,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122145|m.65191,ccan3367,_ , 1, -, -, -,  N,-,193,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122152|m.65196,ccan3368,_ , 5, -, -, -,  N,-,119,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122164|m.65197,ccan3369,_ , 3, -, -, -,  N,-,99,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12218|m.11796,ccan3370,S , 3, -, -, -,  N,-,485,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122182|m.65200,ccan3371,_ , 2, -, -, -,  N,-,174,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122185|m.65201,ccan3372,M , 5, -, -, -,  N,-,135,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12219|m.11797,ccan3373,_ , 1, -, -, -,  N,-,767,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122193|m.65205,ccan3374,_ , 3, -, -, -,  N,-,176,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_1222|m.1421,ccan3375,_ , 1, hsap80, mmus370, scer450,  Y,ALDH4A1,345,Aldh4a1,PUT2
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12220|m.11798,ccan3376,_ , 3, -, -, -,  N,-,162,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122213|m.65210,ccan3377,_ , 1, -, -, -,  N,-,117,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12222|m.11800,ccan3378,_ , 2, -, -, -,  N,-,233,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122225|m.65212,ccan3379,_ , 2, -, -, -,  N,-,104,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12223|m.11801,ccan3380,M , 5, -, -, -,  N,-,137,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122230|m.65219,ccan3381,_ , 4, -, -, -,  N,-,112,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122237|m.65221,ccan3382,_ , 1, -, -, -,  N,-,120,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12225|m.11802,ccan3383,_ , 3, -, -, -,  N,-,894,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122255|m.65228,ccan3384,_ , 1, -, -, -,  N,-,108,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122258|m.65230,ccan3385,_ , 2, -, -, -,  N,-,116,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12226|m.11806,ccan3386,_ , 2, -, -, -,  N,-,236,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12226|m.11808,ccan3387,M , 2, hsap723, -, -,  Y,NDUFA2,119,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122260|m.65233,ccan3388,_ , 2, -, -, -,  N,-,179,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122263|m.65236,ccan3389,_ , 1, -, -, -,  N,-,160,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12227|m.11809,ccan3390,_ , 1, -, -, -,  N,-,136,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122276|m.65239,ccan3391,_ , 2, -, -, -,  N,-,169,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12228|m.11810,ccan3392,_ , 1, -, -, -,  N,-,113,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122281|m.65240,ccan3393,_ , 2, -, -, -,  N,-,106,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122282|m.65241,ccan3394,S , 2, -, -, -,  N,-,100,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122283|m.65242,ccan3395,M , 4, -, -, -,  N,-,143,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12229|m.11811,ccan3396,_ , 2, -, -, -,  N,-,111,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122292|m.65246,ccan3397,_ , 4, -, -, -,  N,-,133,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_1223|m.1423,ccan3398,S , 5, -, -, -,  N,-,283,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12231|m.11812,ccan3399,_ , 1, -, -, -,  N,-,417,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122310|m.65251,ccan3400,_ , 2, -, -, -,  N,-,129,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12233|m.11816,ccan3401,_ , 2, -, -, -,  N,-,332,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122348|m.65265,ccan3402,_ , 2, -, -, -,  N,-,129,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12235|m.11817,ccan3403,S , 2, -, -, -,  N,-,577,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12236|m.11818,ccan3404,_ , 2, -, -, -,  N,-,141,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12239|m.11819,ccan3405,S , 1, -, -, -,  N,-,100,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122395|m.65283,ccan3406,S , 1, -, -, -,  N,-,106,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122399|m.65286,ccan3407,_ , 5, -, -, -,  N,-,114,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12240|m.11820,ccan3408,_ , 3, -, -, -,  N,-,329,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12241|m.11822,ccan3409,_ , 5, -, -, -,  N,-,192,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12242|m.11823,ccan3410,S , 5, -, -, -,  N,-,245,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12243|m.11824,ccan3411,M , 3, -, -, -,  Y,-,174,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12244|m.11825,ccan3412,_ , 2, -, -, -,  N,-,199,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122443|m.65305,ccan3413,_ , 2, -, -, -,  N,-,109,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12245|m.11827,ccan3414,_ , 2, hsap401, mmus60, -,  Y,CPS1,525,Cps1,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12246|m.11829,ccan3415,M , 2, -, -, -,  Y,-,362,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122472|m.65308,ccan3416,S , 1, -, -, -,  N,-,123,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12248|m.11830,ccan3417,_ , 2, -, -, -,  N,-,117,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122488|m.65313,ccan3418,_ , 4, -, -, -,  N,-,106,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12249|m.11831,ccan3419,_ , 3, -, -, -,  N,-,351,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122498|m.65315,ccan3420,_ , 4, -, -, -,  N,-,129,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12250|m.11833,ccan3421,_ , 1, -, -, -,  N,-,131,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12250|m.11832,ccan3422,_ , 2, -, -, -,  N,-,134,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122502|m.65318,ccan3423,_ , 1, -, -, -,  N,-,137,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12251|m.11834,ccan3424,_ , 5, -, -, -,  N,-,1632,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122526|m.65325,ccan3425,_ , 1, -, -, -,  N,-,102,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12253|m.11835,ccan3426,_ , 2, hsap1973, mmus1060, scer231,  Y,FDXR,391,Fdxr,ARH1
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12254|m.11836,ccan3427,_ , 4, -, -, -,  N,-,271,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122543|m.65328,ccan3428,_ , 1, -, -, -,  N,-,242,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122548|m.65331,ccan3429,_ , 4, -, -, -,  N,-,151,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122567|m.65337,ccan3430,_ , 1, -, -, -,  N,-,155,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12257|m.11838,ccan3431,M , 2, -, -, -,  Y,-,816,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122571|m.65340,ccan3432,_ , 2, -, -, -,  N,-,132,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12258|m.11839,ccan3433,_ , 3, -, -, -,  N,-,364,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122582|m.65341,ccan3434,_ , 2, -, -, -,  N,-,111,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122585|m.65345,ccan3435,M , 4, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12259|m.11840,ccan3436,_ , 2, -, -, -,  N,-,152,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12261|m.11841,ccan3437,_ , 1, -, -, -,  N,-,348,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12263|m.11842,ccan3438,_ , 2, -, -, -,  N,-,352,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122640|m.65360,ccan3439,_ , 2, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122650|m.65361,ccan3440,M , 3, -, -, -,  Y,-,127,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122656|m.65366,ccan3441,_ , 2, -, -, -,  N,-,104,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122662|m.65369,ccan3442,_ , 5, -, -, -,  N,-,101,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122671|m.65375,ccan3443,_ , 3, -, -, -,  N,-,117,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122685|m.65383,ccan3444,_ , 2, -, -, -,  N,-,124,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122690|m.65384,ccan3445,_ , 1, -, -, -,  N,-,246,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122698|m.65385,ccan3446,S , 5, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_1227|m.1426,ccan3447,M , 2, -, -, -,  Y,-,171,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122705|m.65389,ccan3448,_ , 1, -, -, -,  N,-,124,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122721|m.65391,ccan3449,_ , 2, -, -, -,  N,-,172,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12273|m.11846,ccan3450,_ , 2, -, -, -,  N,-,99,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122747|m.65396,ccan3451,_ , 4, -, -, -,  N,-,189,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12275|m.11849,ccan3452,_ , 5, -, -, -,  N,-,199,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122774|m.65397,ccan3453,_ , 4, -, -, -,  N,-,184,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122785|m.65398,ccan3454,_ , 1, -, -, -,  N,-,109,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_1228|m.1427,ccan3455,_ , 2, -, -, -,  N,-,149,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122802|m.65406,ccan3456,_ , 5, -, -, -,  N,-,134,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122803|m.65408,ccan3457,_ , 2, -, -, -,  N,-,106,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122812|m.65410,ccan3458,_ , 2, -, -, -,  N,-,164,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122817|m.65414,ccan3459,M , 3, -, -, -,  Y,-,117,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12282|m.11853,ccan3460,_ , 4, -, -, -,  N,-,295,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122821|m.65415,ccan3461,_ , 1, -, -, -,  N,-,184,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122829|m.65417,ccan3462,_ , 2, -, -, -,  N,-,107,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12283|m.11854,ccan3463,M , 5, -, -, -,  N,-,109,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122853|m.65420,ccan3464,_ , 2, -, -, -,  N,-,105,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12286|m.11855,ccan3465,_ , 5, -, -, -,  N,-,441,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122861|m.65421,ccan3466,_ , 1, -, -, -,  N,-,124,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122869|m.65424,ccan3467,_ , 5, -, -, -,  N,-,138,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12287|m.11856,ccan3468,M , 4, -, -, scer404,  Y,-,1172,-,TIF4631
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122878|m.65430,ccan3469,S , 5, -, -, -,  N,-,139,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122884|m.65432,ccan3470,_ , 2, -, -, -,  N,-,123,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12289|m.11859,ccan3471,_ , 3, -, -, -,  N,-,158,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122893|m.65433,ccan3472,_ , 2, -, -, -,  N,-,117,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122898|m.65435,ccan3473,S , 1, -, -, -,  N,-,126,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_1229|m.1428,ccan3474,_ , 1, -, -, -,  N,-,215,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122906|m.65438,ccan3475,_ , 1, -, -, -,  N,-,118,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12292|m.11860,ccan3476,_ , 2, -, -, -,  N,-,788,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12293|m.11862,ccan3477,S , 5, -, -, -,  N,-,153,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12294|m.11863,ccan3478,_ , 1, -, -, -,  N,-,694,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122943|m.65446,ccan3479,_ , 2, -, -, -,  N,-,113,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122948|m.65450,ccan3480,_ , 4, -, -, -,  N,-,211,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12295|m.11865,ccan3481,_ , 3, -, -, -,  N,-,285,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12295|m.11866,ccan3482,_ , 1, -, -, -,  N,-,216,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122959|m.65453,ccan3483,_ , 4, -, -, -,  N,-,106,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12296|m.11867,ccan3484,_ , 1, -, -, -,  N,-,109,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_122969|m.65455,ccan3485,_ , 2, -, -, -,  N,-,116,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123015|m.65462,ccan3486,_ , 1, -, -, -,  N,-,105,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123017|m.65463,ccan3487,_ , 2, -, -, -,  N,-,150,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123032|m.65468,ccan3488,_ , 2, -, -, -,  N,-,118,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123034|m.65469,ccan3489,S , 3, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12304|m.11868,ccan3490,_ , 1, -, -, -,  N,-,112,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123042|m.65474,ccan3491,_ , 1, -, -, -,  N,-,100,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12305|m.11870,ccan3492,_ , 1, -, -, -,  N,-,111,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123055|m.65482,ccan3493,_ , 2, -, -, -,  N,-,122,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123058|m.65483,ccan3494,_ , 2, -, -, -,  N,-,105,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12306|m.11871,ccan3495,_ , 2, -, -, -,  N,-,377,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123080|m.65490,ccan3496,_ , 1, -, -, -,  N,-,103,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123082|m.65492,ccan3497,_ , 2, -, -, -,  N,-,117,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12310|m.11872,ccan3498,_ , 1, -, -, -,  N,-,140,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123105|m.65503,ccan3499,_ , 1, -, -, -,  N,-,110,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123107|m.65505,ccan3500,_ , 1, -, -, -,  N,-,104,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12311|m.11873,ccan3501,_ , 1, -, -, -,  N,-,225,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123117|m.65510,ccan3502,_ , 2, hsap1699, mmus789, scer1075,  Y,ETFA,106,Etfa,AIM45
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123127|m.65514,ccan3503,_ , 2, -, -, -,  N,-,109,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123130|m.65515,ccan3504,_ , 5, -, -, -,  N,-,116,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12314|m.11878,ccan3505,S , 3, -, -, -,  N,-,297,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123142|m.65517,ccan3506,_ , 1, -, -, -,  N,-,148,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123144|m.65518,ccan3507,_ , 2, -, -, -,  N,-,196,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12315|m.11879,ccan3508,S , 1, -, -, -,  N,-,264,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12316|m.11881,ccan3509,_ , 1, -, -, -,  N,-,390,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123172|m.65529,ccan3510,_ , 4, -, -, -,  N,-,116,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12318|m.11885,ccan3511,_ , 2, -, -, -,  N,-,173,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123180|m.65532,ccan3512,_ , 5, -, -, -,  N,-,154,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123189|m.65533,ccan3513,_ , 2, -, -, -,  N,-,101,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12319|m.11886,ccan3514,_ , 1, -, -, -,  N,-,127,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123191|m.65534,ccan3515,_ , 3, -, -, -,  N,-,114,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123197|m.65536,ccan3516,_ , 2, -, -, -,  N,-,174,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_1232|m.1430,ccan3517,_ , 2, -, -, -,  N,-,173,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_1232|m.1431,ccan3518,_ , 1, -, -, -,  N,-,148,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123217|m.65543,ccan3519,_ , 3, -, -, -,  N,-,118,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123221|m.65544,ccan3520,_ , 2, -, -, -,  N,-,113,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12323|m.11887,ccan3521,_ , 1, -, -, -,  N,-,157,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123233|m.65548,ccan3522,_ , 1, -, -, -,  N,-,101,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12324|m.11888,ccan3523,S , 1, -, -, -,  N,-,331,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123247|m.65549,ccan3524,S , 1, -, -, -,  N,-,116,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123259|m.65551,ccan3525,S , 2, -, -, -,  N,-,111,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123271|m.65557,ccan3526,_ , 3, -, -, -,  N,-,121,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123275|m.65558,ccan3527,_ , 3, -, -, -,  N,-,130,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12328|m.11893,ccan3528,_ , 2, -, -, -,  N,-,329,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123288|m.65566,ccan3529,_ , 5, -, -, -,  N,-,109,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12329|m.11894,ccan3530,_ , 3, -, -, -,  N,-,359,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123291|m.65567,ccan3531,_ , 2, -, -, -,  N,-,117,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_12332|m.11895,ccan3532,_ , 1, -, -, -,  N,-,255,-,-
SpoMult2_CTTGTA_L001_R1_001_(paired)_trimmed_(paired)_contig_123322|m.65580,ccan3533,_ , 5, -, -, -,  N,-,141,-,-
