transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
augustus_masked-XT_scaffold176037-processed-gene-0.18-mRNA-1|m.32153,xtes3205,_ , 1, -, -, -,  N,-,398,-,-
augustus_masked-XT_scaffold176037-processed-gene-0.23-mRNA-1|m.32155,xtes3206,_ , 2, -, -, -,  N,-,500,-,-
augustus_masked-XT_scaffold176051-processed-gene-0.1-mRNA-1|m.28286,xtes3207,_ , 1, -, -, -,  N,-,172,-,-
augustus_masked-XT_scaffold176051-processed-gene-0.5-mRNA-1|m.28283,xtes3208,S , 1, -, -, -,  N,-,146,-,-
augustus_masked-XT_scaffold176152-processed-gene-0.1-mRNA-1|m.14379,xtes3209,_ , 4, -, -, -,  N,-,457,-,-
augustus_masked-XT_scaffold176161-processed-gene-0.0-mRNA-1|m.23825,xtes3210,_ , 3, -, -, -,  N,-,329,-,-
augustus_masked-XT_scaffold176184-processed-gene-0.12-mRNA-1|m.1381,xtes3211,_ , 1, -, -, -,  N,-,344,-,-
augustus_masked-XT_scaffold176184-processed-gene-0.2-mRNA-1|m.1377,xtes3212,_ , 2, -, -, -,  N,-,198,-,-
augustus_masked-XT_scaffold176221-processed-gene-0.9-mRNA-1|m.1752,xtes3213,_ , 3, -, -, -,  N,-,540,-,-
augustus_masked-XT_scaffold17624-processed-gene-0.0-mRNA-1|m.33885,xtes3214,S , 1, -, -, -,  N,-,398,-,-
augustus_masked-XT_scaffold176283-processed-gene-0.1-mRNA-1|m.10151,xtes3215,S , 2, -, -, -,  N,-,297,-,-
augustus_masked-XT_scaffold176352-processed-gene-0.5-mRNA-1|m.3619,xtes3216,S , 2, -, -, -,  N,-,219,-,-
augustus_masked-XT_scaffold176372-processed-gene-0.0-mRNA-1|m.21640,xtes3217,_ , 1, -, -, -,  N,-,196,-,-
augustus_masked-XT_scaffold17641-processed-gene-0.4-mRNA-1|m.4035,xtes3218,S , 1, -, -, -,  N,-,357,-,-
augustus_masked-XT_scaffold176416-processed-gene-0.0-mRNA-1|m.18372,xtes3219,_ , 2, -, -, -,  N,-,360,-,-
augustus_masked-XT_scaffold17643-processed-gene-0.0-mRNA-1|m.4866,xtes3220,_ , 1, -, -, -,  N,-,179,-,-
augustus_masked-XT_scaffold176455-processed-gene-0.18-mRNA-1|m.34314,xtes3221,S , 4, -, -, -,  N,-,653,-,-
augustus_masked-XT_scaffold17647-processed-gene-0.1-mRNA-1|m.17796,xtes3222,_ , 1, hsap2292, mmus1292, scer849,  Y,SAMM50,434,Samm50,SAM50
augustus_masked-XT_scaffold176481-processed-gene-0.0-mRNA-1|m.8389,xtes3223,_ , 4, -, -, -,  N,-,165,-,-
augustus_masked-XT_scaffold176518-processed-gene-0.1-mRNA-1|m.31150,xtes3224,_ , 1, -, -, -,  N,-,146,-,-
augustus_masked-XT_scaffold176545-processed-gene-0.2-mRNA-1|m.3209,xtes3225,_ , 2, -, -, -,  N,-,361,-,-
augustus_masked-XT_scaffold176602-processed-gene-0.4-mRNA-1|m.21085,xtes3226,_ , 4, -, -, -,  N,-,204,-,-
augustus_masked-XT_scaffold17661-processed-gene-0.1-mRNA-1|m.24186,xtes3227,_ , 1, -, -, -,  N,-,183,-,-
augustus_masked-XT_scaffold176613-processed-gene-0.0-mRNA-1|m.10661,xtes3228,M , 4, -, -, -,  N,-,308,-,-
augustus_masked-XT_scaffold176613-processed-gene-0.0-mRNA-1|m.10660,xtes3229,M , 3, -, -, -,  Y,-,341,-,-
augustus_masked-XT_scaffold176613-processed-gene-0.0-mRNA-1|m.10659,xtes3230,M , 5, -, -, -,  N,-,342,-,-
augustus_masked-XT_scaffold176634-processed-gene-0.12-mRNA-1|m.16096,xtes3231,_ , 1, -, -, -,  N,-,406,-,-
augustus_masked-XT_scaffold176634-processed-gene-0.5-mRNA-1|m.16091,xtes3232,_ , 5, -, -, -,  N,-,200,-,-
augustus_masked-XT_scaffold176639-processed-gene-0.7-mRNA-1|m.9102,xtes3233,_ , 4, -, -, -,  N,-,129,-,-
augustus_masked-XT_scaffold176661-processed-gene-0.1-mRNA-1|m.27484,xtes3234,S , 3, -, -, -,  N,-,771,-,-
augustus_masked-XT_scaffold176661-processed-gene-0.2-mRNA-1|m.27482,xtes3235,_ , 3, -, -, -,  N,-,113,-,-
augustus_masked-XT_scaffold176666-processed-gene-0.14-mRNA-1|m.433,xtes3236,_ , 2, -, -, -,  N,-,692,-,-
augustus_masked-XT_scaffold176698-processed-gene-0.2-mRNA-1|m.4666,xtes3237,_ , 1, -, -, -,  N,-,932,-,-
augustus_masked-XT_scaffold176698-processed-gene-0.2-mRNA-1|m.4668,xtes3238,_ , 2, -, -, -,  N,-,124,-,-
augustus_masked-XT_scaffold176698-processed-gene-0.2-mRNA-1|m.4667,xtes3239,_ , 2, -, -, -,  N,-,483,-,-
augustus_masked-XT_scaffold176710-processed-gene-0.0-mRNA-1|m.15834,xtes3240,_ , 1, -, -, -,  N,-,693,-,-
augustus_masked-XT_scaffold176710-processed-gene-0.0-mRNA-1|m.15835,xtes3241,_ , 1, -, -, -,  N,-,394,-,-
augustus_masked-XT_scaffold17672-processed-gene-0.1-mRNA-1|m.12819,xtes3242,_ , 1, -, -, -,  N,-,635,-,-
augustus_masked-XT_scaffold176730-processed-gene-0.13-mRNA-1|m.3412,xtes3243,M , 5, -, -, -,  N,-,179,-,-
augustus_masked-XT_scaffold176730-processed-gene-0.3-mRNA-1|m.3406,xtes3244,_ , 5, -, -, -,  N,-,935,-,-
augustus_masked-XT_scaffold176730-processed-gene-0.3-mRNA-1|m.3405,xtes3245,S , 1, -, -, -,  N,-,1049,-,-
augustus_masked-XT_scaffold176730-processed-gene-0.7-mRNA-1|m.3409,xtes3246,_ , 4, -, -, -,  N,-,308,-,-
augustus_masked-XT_scaffold176730-processed-gene-0.7-mRNA-1|m.3410,xtes3247,S , 1, -, -, -,  N,-,304,-,-
augustus_masked-XT_scaffold176761-processed-gene-0.3-mRNA-1|m.15395,xtes3248,_ , 2, -, -, -,  N,-,154,-,-
augustus_masked-XT_scaffold176762-processed-gene-0.3-mRNA-1|m.5042,xtes3249,S , 5, -, -, -,  N,-,288,-,-
augustus_masked-XT_scaffold176774-processed-gene-0.1-mRNA-1|m.35548,xtes3250,_ , 1, -, -, -,  N,-,334,-,-
augustus_masked-XT_scaffold176774-processed-gene-0.1-mRNA-1|m.35547,xtes3251,_ , 1, -, -, -,  N,-,540,-,-
augustus_masked-XT_scaffold176779-processed-gene-0.14-mRNA-1|m.8572,xtes3252,S , 2, -, -, -,  N,-,438,-,-
augustus_masked-XT_scaffold176779-processed-gene-0.14-mRNA-1|m.8573,xtes3253,M , 3, -, -, -,  Y,-,438,-,-
augustus_masked-XT_scaffold176779-processed-gene-0.4-mRNA-1|m.8577,xtes3254,M , 5, -, -, -,  N,-,462,-,-
augustus_masked-XT_scaffold176779-processed-gene-0.4-mRNA-1|m.8576,xtes3255,_ , 2, -, -, -,  N,-,462,-,-
augustus_masked-XT_scaffold176780-processed-gene-0.0-mRNA-1|m.36109,xtes3256,M , 5, -, -, -,  N,-,320,-,-
augustus_masked-XT_scaffold176794-processed-gene-0.0-mRNA-1|m.7327,xtes3257,_ , 2, -, -, -,  N,-,375,-,-
augustus_masked-XT_scaffold176811-processed-gene-0.1-mRNA-1|m.4118,xtes3258,_ , 2, -, -, -,  N,-,385,-,-
augustus_masked-XT_scaffold176812-processed-gene-0.1-mRNA-1|m.33492,xtes3259,_ , 2, -, -, -,  N,-,925,-,-
augustus_masked-XT_scaffold176812-processed-gene-0.1-mRNA-1|m.33493,xtes3260,_ , 4, -, -, -,  N,-,308,-,-
augustus_masked-XT_scaffold176836-processed-gene-0.5-mRNA-1|m.23545,xtes3261,_ , 1, -, -, -,  N,-,153,-,-
augustus_masked-XT_scaffold176861-processed-gene-0.0-mRNA-1|m.13967,xtes3262,_ , 5, -, -, -,  N,-,391,-,-
augustus_masked-XT_scaffold176872-processed-gene-0.0-mRNA-1|m.9251,xtes3263,_ , 3, -, -, -,  N,-,162,-,-
augustus_masked-XT_scaffold176872-processed-gene-0.0-mRNA-1|m.9250,xtes3264,S , 1, -, -, -,  N,-,446,-,-
augustus_masked-XT_scaffold176879-processed-gene-0.1-mRNA-1|m.2714,xtes3265,_ , 3, -, -, -,  N,-,156,-,-
augustus_masked-XT_scaffold176910-processed-gene-0.0-mRNA-1|m.5144,xtes3266,_ , 1, -, -, -,  N,-,222,-,-
augustus_masked-XT_scaffold176962-processed-gene-0.0-mRNA-1|m.14525,xtes3267,_ , 3, -, -, -,  N,-,146,-,-
augustus_masked-XT_scaffold17697-processed-gene-0.1-mRNA-1|m.17080,xtes3268,_ , 1, -, -, -,  N,-,818,-,-
augustus_masked-XT_scaffold176995-processed-gene-0.22-mRNA-1|m.11557,xtes3269,_ , 2, -, -, -,  N,-,500,-,-
augustus_masked-XT_scaffold176995-processed-gene-0.39-mRNA-1|m.11551,xtes3270,M , 5, -, -, -,  N,-,300,-,-
augustus_masked-XT_scaffold176995-processed-gene-0.39-mRNA-1|m.11550,xtes3271,M , 4, -, -, -,  N,-,835,-,-
augustus_masked-XT_scaffold177019-processed-gene-0.1-mRNA-1|m.28353,xtes3272,_ , 2, -, -, -,  N,-,317,-,-
augustus_masked-XT_scaffold177034-processed-gene-0.1-mRNA-1|m.15555,xtes3273,_ , 2, -, -, -,  N,-,270,-,-
augustus_masked-XT_scaffold177034-processed-gene-0.2-mRNA-1|m.15557,xtes3274,_ , 2, -, -, -,  N,-,196,-,-
augustus_masked-XT_scaffold177034-processed-gene-0.9-mRNA-1|m.15560,xtes3275,_ , 1, -, -, -,  N,-,153,-,-
augustus_masked-XT_scaffold1771-processed-gene-0.1-mRNA-1|m.17077,xtes3276,_ , 5, -, -, -,  N,-,306,-,-
augustus_masked-XT_scaffold177111-processed-gene-0.2-mRNA-1|m.35440,xtes3277,S , 1, -, -, -,  N,-,365,-,-
augustus_masked-XT_scaffold177158-processed-gene-0.1-mRNA-1|m.26195,xtes3278,_ , 3, -, -, -,  N,-,110,-,-
augustus_masked-XT_scaffold177158-processed-gene-0.3-mRNA-1|m.26196,xtes3279,M , 3, -, -, -,  N,-,419,-,-
augustus_masked-XT_scaffold17717-processed-gene-0.0-mRNA-1|m.28609,xtes3280,_ , 3, -, -, -,  N,-,278,-,-
augustus_masked-XT_scaffold177177-processed-gene-0.2-mRNA-1|m.9969,xtes3281,_ , 1, -, -, -,  N,-,217,-,-
augustus_masked-XT_scaffold177257-processed-gene-0.0-mRNA-1|m.8498,xtes3282,_ , 3, -, -, -,  N,-,340,-,-
augustus_masked-XT_scaffold177269-processed-gene-0.0-mRNA-1|m.15514,xtes3283,M , 5, -, -, -,  N,-,229,-,-
augustus_masked-XT_scaffold177314-processed-gene-0.2-mRNA-1|m.5779,xtes3284,_ , 4, -, -, -,  N,-,344,-,-
augustus_masked-XT_scaffold177314-processed-gene-0.2-mRNA-1|m.5778,xtes3285,_ , 3, -, -, -,  N,-,345,-,-
augustus_masked-XT_scaffold177314-processed-gene-0.2-mRNA-1|m.5780,xtes3286,M , 5, -, -, -,  N,-,329,-,-
augustus_masked-XT_scaffold177314-processed-gene-0.3-mRNA-1|m.5782,xtes3287,_ , 4, -, -, -,  N,-,209,-,-
augustus_masked-XT_scaffold17742-processed-gene-0.1-mRNA-1|m.9816,xtes3288,_ , 2, -, -, -,  N,-,528,-,-
augustus_masked-XT_scaffold177457-processed-gene-0.4-mRNA-1|m.11118,xtes3289,_ , 2, -, -, -,  N,-,524,-,-
augustus_masked-XT_scaffold177541-processed-gene-0.0-mRNA-1|m.8237,xtes3290,_ , 1, -, -, -,  N,-,234,-,-
augustus_masked-XT_scaffold177541-processed-gene-0.0-mRNA-1|m.8239,xtes3291,M , 4, -, -, -,  N,-,166,-,-
augustus_masked-XT_scaffold177543-processed-gene-0.0-mRNA-1|m.18991,xtes3292,_ , 2, -, -, -,  N,-,550,-,-
augustus_masked-XT_scaffold177553-processed-gene-0.5-mRNA-1|m.8513,xtes3293,S , 2, -, -, scer430,  Y,-,554,-,ZUO1
augustus_masked-XT_scaffold177553-processed-gene-0.6-mRNA-1|m.8511,xtes3294,S , 2, -, -, -,  N,-,365,-,-
augustus_masked-XT_scaffold177582-processed-gene-0.0-mRNA-1|m.26581,xtes3295,_ , 1, -, -, -,  N,-,183,-,-
augustus_masked-XT_scaffold17764-processed-gene-0.1-mRNA-1|m.24343,xtes3296,_ , 2, -, -, -,  N,-,140,-,-
augustus_masked-XT_scaffold177676-processed-gene-0.0-mRNA-1|m.11814,xtes3297,S , 4, -, -, -,  N,-,313,-,-
augustus_masked-XT_scaffold17771-processed-gene-0.0-mRNA-1|m.6840,xtes3298,_ , 2, -, -, -,  N,-,112,-,-
augustus_masked-XT_scaffold177753-processed-gene-0.13-mRNA-1|m.25134,xtes3299,_ , 3, -, -, -,  N,-,329,-,-
augustus_masked-XT_scaffold177753-processed-gene-0.13-mRNA-1|m.25133,xtes3300,_ , 3, -, -, -,  N,-,971,-,-
augustus_masked-XT_scaffold177753-processed-gene-0.17-mRNA-1|m.25131,xtes3301,S , 1, -, -, -,  N,-,327,-,-
augustus_masked-XT_scaffold177753-processed-gene-0.5-mRNA-1|m.25124,xtes3302,S , 2, -, -, -,  N,-,445,-,-
augustus_masked-XT_scaffold177753-processed-gene-0.5-mRNA-1|m.25125,xtes3303,M , 4, -, -, -,  N,-,351,-,-
augustus_masked-XT_scaffold177753-processed-gene-0.6-mRNA-1|m.25122,xtes3304,M , 5, -, -, -,  N,-,254,-,-
augustus_masked-XT_scaffold177753-processed-gene-0.9-mRNA-1|m.25120,xtes3305,_ , 4, -, -, -,  N,-,127,-,-
augustus_masked-XT_scaffold177753-processed-gene-0.9-mRNA-1|m.25117,xtes3306,_ , 4, -, -, -,  N,-,326,-,-
augustus_masked-XT_scaffold177809-processed-gene-0.2-mRNA-1|m.28273,xtes3307,_ , 1, -, -, -,  N,-,371,-,-
augustus_masked-XT_scaffold177838-processed-gene-0.0-mRNA-1|m.26185,xtes3308,_ , 3, -, -, -,  N,-,369,-,-
augustus_masked-XT_scaffold177838-processed-gene-0.0-mRNA-1|m.26184,xtes3309,M , 2, -, -, -,  N,-,494,-,-
augustus_masked-XT_scaffold177912-processed-gene-0.0-mRNA-1|m.34763,xtes3310,M , 3, -, -, -,  Y,-,443,-,-
augustus_masked-XT_scaffold177912-processed-gene-0.0-mRNA-1|m.34762,xtes3311,_ , 2, -, -, -,  N,-,443,-,-
augustus_masked-XT_scaffold177969-processed-gene-0.1-mRNA-1|m.26102,xtes3312,_ , 5, -, -, -,  N,-,205,-,-
augustus_masked-XT_scaffold177998-processed-gene-0.8-mRNA-1|m.9910,xtes3313,_ , 3, -, -, -,  N,-,204,-,-
augustus_masked-XT_scaffold178006-processed-gene-0.0-mRNA-1|m.17542,xtes3314,S , 4, -, -, -,  N,-,342,-,-
augustus_masked-XT_scaffold178056-processed-gene-0.7-mRNA-1|m.31061,xtes3315,_ , 3, hsap1767, mmus1387, scer819,  Y,MRPL28,131,Mrpl28,MRPL24
augustus_masked-XT_scaffold178068-processed-gene-0.0-mRNA-1|m.12265,xtes3316,_ , 2, -, -, -,  N,-,309,-,-
augustus_masked-XT_scaffold178142-processed-gene-0.3-mRNA-1|m.19139,xtes3317,_ , 4, -, -, -,  N,-,255,-,-
augustus_masked-XT_scaffold178176-processed-gene-0.5-mRNA-1|m.25381,xtes3318,M , 1, -, -, -,  Y,-,194,-,-
augustus_masked-XT_scaffold178204-processed-gene-0.0-mRNA-1|m.7679,xtes3319,_ , 5, -, -, -,  N,-,128,-,-
augustus_masked-XT_scaffold178204-processed-gene-0.0-mRNA-1|m.7677,xtes3320,_ , 2, -, -, -,  N,-,315,-,-
augustus_masked-XT_scaffold178232-processed-gene-0.0-mRNA-1|m.1746,xtes3321,M , 4, -, -, scer1076,  Y,-,758,-,ICL2
augustus_masked-XT_scaffold178271-processed-gene-0.1-mRNA-1|m.35664,xtes3322,_ , 2, -, -, -,  N,-,195,-,-
augustus_masked-XT_scaffold178271-processed-gene-0.3-mRNA-1|m.35661,xtes3323,_ , 3, -, -, -,  N,-,267,-,-
augustus_masked-XT_scaffold178271-processed-gene-0.8-mRNA-1|m.35655,xtes3324,_ , 2, -, -, -,  N,-,400,-,-
augustus_masked-XT_scaffold178285-processed-gene-0.1-mRNA-1|m.32270,xtes3325,_ , 3, -, -, -,  N,-,178,-,-
augustus_masked-XT_scaffold178295-processed-gene-0.1-mRNA-1|m.8180,xtes3326,_ , 1, -, -, -,  N,-,281,-,-
augustus_masked-XT_scaffold178295-processed-gene-0.1-mRNA-1|m.8179,xtes3327,_ , 3, -, -, -,  N,-,464,-,-
augustus_masked-XT_scaffold178341-processed-gene-0.0-mRNA-1|m.12681,xtes3328,_ , 2, -, -, -,  N,-,387,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.100-mRNA-1|m.30044,xtes3329,_ , 1, -, -, -,  N,-,740,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.116-mRNA-1|m.30048,xtes3330,_ , 5, -, -, -,  N,-,657,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.126-mRNA-1|m.30062,xtes3331,_ , 1, -, -, -,  N,-,514,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.137-mRNA-1|m.30075,xtes3332,_ , 2, -, -, -,  N,-,301,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.154-mRNA-1|m.30036,xtes3333,M , 5, -, -, -,  N,-,909,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.174-mRNA-1|m.30068,xtes3334,_ , 2, -, -, -,  N,-,287,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.177-mRNA-1|m.30063,xtes3335,_ , 1, -, -, -,  N,-,371,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.182-mRNA-1|m.30051,xtes3336,_ , 2, -, -, -,  N,-,269,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.192-mRNA-1|m.30046,xtes3337,_ , 2, -, -, -,  N,-,363,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.203-mRNA-1|m.30072,xtes3338,_ , 1, -, -, -,  N,-,114,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.204-mRNA-1|m.30064,xtes3339,_ , 1, -, -, -,  N,-,342,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.214-mRNA-1|m.30076,xtes3340,_ , 1, -, -, -,  N,-,113,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.221-mRNA-1|m.30041,xtes3341,_ , 2, -, -, -,  N,-,533,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.50-mRNA-1|m.30032,xtes3342,_ , 2, -, -, -,  N,-,361,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.59-mRNA-1|m.30025,xtes3343,_ , 4, -, -, -,  N,-,506,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.65-mRNA-1|m.30019,xtes3344,_ , 1, -, -, -,  N,-,354,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.72-mRNA-1|m.30030,xtes3345,_ , 1, -, -, -,  N,-,221,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.74-mRNA-1|m.30020,xtes3346,_ , 1, -, -, -,  N,-,147,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.82-mRNA-1|m.30026,xtes3347,_ , 4, -, -, -,  N,-,393,-,-
augustus_masked-XT_scaffold178349-processed-gene-0.85-mRNA-1|m.30017,xtes3348,S , 1, -, -, -,  N,-,506,-,-
augustus_masked-XT_scaffold178351-processed-gene-0.1-mRNA-1|m.4885,xtes3349,_ , 4, -, -, -,  N,-,257,-,-
augustus_masked-XT_scaffold178387-processed-gene-0.5-mRNA-1|m.3398,xtes3350,M , 5, -, -, -,  N,-,505,-,-
augustus_masked-XT_scaffold178393-processed-gene-0.0-mRNA-1|m.13528,xtes3351,M , 5, -, -, -,  N,-,259,-,-
augustus_masked-XT_scaffold178422-processed-gene-0.2-mRNA-1|m.21380,xtes3352,_ , 2, -, -, -,  N,-,382,-,-
augustus_masked-XT_scaffold178443-processed-gene-0.2-mRNA-1|m.34713,xtes3353,_ , 4, -, -, -,  N,-,151,-,-
augustus_masked-XT_scaffold178463-processed-gene-0.15-mRNA-1|m.12282,xtes3354,S , 5, -, -, -,  N,-,338,-,-
augustus_masked-XT_scaffold178463-processed-gene-0.15-mRNA-1|m.12283,xtes3355,_ , 3, -, -, -,  N,-,338,-,-
augustus_masked-XT_scaffold178473-processed-gene-0.1-mRNA-1|m.36965,xtes3356,_ , 4, -, -, -,  N,-,274,-,-
augustus_masked-XT_scaffold17848-processed-gene-0.0-mRNA-1|m.35124,xtes3357,_ , 2, -, -, -,  N,-,366,-,-
augustus_masked-XT_scaffold1785-processed-gene-0.1-mRNA-1|m.34721,xtes3358,_ , 2, -, -, -,  N,-,202,-,-
augustus_masked-XT_scaffold17851-processed-gene-0.1-mRNA-1|m.15012,xtes3359,_ , 2, -, -, -,  N,-,146,-,-
augustus_masked-XT_scaffold17851-processed-gene-0.2-mRNA-1|m.15009,xtes3360,_ , 1, -, -, -,  N,-,170,-,-
augustus_masked-XT_scaffold178562-processed-gene-0.0-mRNA-1|m.4869,xtes3361,_ , 2, -, -, -,  N,-,129,-,-
augustus_masked-XT_scaffold178571-processed-gene-0.0-mRNA-1|m.29576,xtes3362,_ , 4, hsap1217, mmus1499, -,  Y,MARCH5,192,March5,-
augustus_masked-XT_scaffold178573-processed-gene-0.0-mRNA-1|m.28310,xtes3363,_ , 2, -, -, -,  N,-,320,-,-
augustus_masked-XT_scaffold178619-processed-gene-0.0-mRNA-1|m.18317,xtes3364,_ , 3, -, -, -,  N,-,341,-,-
augustus_masked-XT_scaffold178641-processed-gene-0.7-mRNA-1|m.16102,xtes3365,M , 2, -, -, -,  N,-,502,-,-
augustus_masked-XT_scaffold17878-processed-gene-0.2-mRNA-1|m.36475,xtes3366,_ , 3, -, -, -,  N,-,617,-,-
augustus_masked-XT_scaffold17878-processed-gene-0.2-mRNA-1|m.36476,xtes3367,_ , 5, -, -, -,  N,-,134,-,-
augustus_masked-XT_scaffold178817-processed-gene-0.0-mRNA-1|m.35068,xtes3368,_ , 4, -, -, -,  N,-,174,-,-
augustus_masked-XT_scaffold178817-processed-gene-0.0-mRNA-1|m.35067,xtes3369,_ , 5, -, -, -,  N,-,318,-,-
augustus_masked-XT_scaffold178819-processed-gene-0.10-mRNA-1|m.36465,xtes3370,_ , 5, -, -, -,  N,-,250,-,-
augustus_masked-XT_scaffold178819-processed-gene-0.12-mRNA-1|m.36460,xtes3371,_ , 4, -, -, -,  N,-,133,-,-
augustus_masked-XT_scaffold178819-processed-gene-0.13-mRNA-1|m.36462,xtes3372,_ , 2, -, -, -,  N,-,127,-,-
augustus_masked-XT_scaffold178819-processed-gene-0.21-mRNA-1|m.36454,xtes3373,_ , 1, -, -, -,  N,-,270,-,-
augustus_masked-XT_scaffold178819-processed-gene-0.5-mRNA-1|m.36458,xtes3374,_ , 2, -, -, -,  N,-,109,-,-
augustus_masked-XT_scaffold178906-processed-gene-0.1-mRNA-1|m.27281,xtes3375,_ , 3, -, -, -,  N,-,367,-,-
augustus_masked-XT_scaffold178906-processed-gene-0.1-mRNA-1|m.27282,xtes3376,M , 5, -, -, -,  N,-,152,-,-
augustus_masked-XT_scaffold178921-processed-gene-0.0-mRNA-1|m.1143,xtes3377,_ , 4, -, -, -,  N,-,408,-,-
augustus_masked-XT_scaffold178941-processed-gene-0.1-mRNA-1|m.26064,xtes3378,S , 5, -, -, -,  N,-,301,-,-
augustus_masked-XT_scaffold178945-processed-gene-0.4-mRNA-1|m.31883,xtes3379,M , 3, -, -, -,  N,-,278,-,-
augustus_masked-XT_scaffold178973-processed-gene-0.0-mRNA-1|m.16311,xtes3380,_ , 3, -, -, -,  N,-,307,-,-
augustus_masked-XT_scaffold178973-processed-gene-0.0-mRNA-1|m.16309,xtes3381,_ , 1, -, -, -,  N,-,589,-,-
augustus_masked-XT_scaffold178973-processed-gene-0.0-mRNA-1|m.16310,xtes3382,M , 2, -, -, -,  N,-,367,-,-
augustus_masked-XT_scaffold179038-processed-gene-0.0-mRNA-1|m.8448,xtes3383,_ , 1, -, -, scer402,  Y,-,323,-,CYS4
augustus_masked-XT_scaffold179045-processed-gene-0.1-mRNA-1|m.24241,xtes3384,_ , 5, -, -, -,  N,-,279,-,-
augustus_masked-XT_scaffold17905-processed-gene-0.3-mRNA-1|m.22325,xtes3385,_ , 2, -, -, -,  N,-,743,-,-
augustus_masked-XT_scaffold179073-processed-gene-0.0-mRNA-1|m.25849,xtes3386,_ , 4, -, -, -,  N,-,177,-,-
augustus_masked-XT_scaffold17911-processed-gene-0.0-mRNA-1|m.1343,xtes3387,_ , 2, -, -, -,  N,-,266,-,-
augustus_masked-XT_scaffold179119-processed-gene-0.1-mRNA-1|m.4977,xtes3388,_ , 1, -, -, -,  N,-,184,-,-
augustus_masked-XT_scaffold179149-processed-gene-0.1-mRNA-1|m.32912,xtes3389,M , 5, -, -, -,  N,-,538,-,-
augustus_masked-XT_scaffold17916-processed-gene-0.2-mRNA-1|m.31186,xtes3390,_ , 4, -, -, -,  N,-,302,-,-
augustus_masked-XT_scaffold179169-processed-gene-0.1-mRNA-1|m.2886,xtes3391,_ , 1, hsap476, mmus559, scer766,  Y,OGG1,304,Ogg1,OGG1
augustus_masked-XT_scaffold179177-processed-gene-0.6-mRNA-1|m.27579,xtes3392,_ , 2, -, -, -,  N,-,306,-,-
augustus_masked-XT_scaffold179177-processed-gene-0.6-mRNA-1|m.27580,xtes3393,_ , 3, -, -, -,  N,-,300,-,-
augustus_masked-XT_scaffold179212-processed-gene-0.1-mRNA-1|m.12658,xtes3394,_ , 2, -, -, -,  N,-,117,-,-
augustus_masked-XT_scaffold179220-processed-gene-0.1-mRNA-1|m.21284,xtes3395,_ , 3, -, -, -,  N,-,217,-,-
augustus_masked-XT_scaffold179227-processed-gene-0.8-mRNA-1|m.4361,xtes3396,_ , 1, -, -, -,  N,-,302,-,-
augustus_masked-XT_scaffold179227-processed-gene-0.8-mRNA-1|m.4362,xtes3397,M , 4, -, -, -,  N,-,302,-,-
augustus_masked-XT_scaffold179288-processed-gene-0.1-mRNA-1|m.13706,xtes3398,_ , 2, -, -, -,  N,-,184,-,-
augustus_masked-XT_scaffold179334-processed-gene-0.6-mRNA-1|m.21849,xtes3399,_ , 2, -, -, -,  N,-,676,-,-
augustus_masked-XT_scaffold179369-processed-gene-0.0-mRNA-1|m.30263,xtes3400,_ , 3, -, -, -,  N,-,305,-,-
augustus_masked-XT_scaffold179383-processed-gene-0.5-mRNA-1|m.14854,xtes3401,_ , 2, -, -, -,  N,-,310,-,-
augustus_masked-XT_scaffold179405-processed-gene-0.1-mRNA-1|m.17792,xtes3402,M , 2, -, -, -,  Y,-,387,-,-
augustus_masked-XT_scaffold179405-processed-gene-0.1-mRNA-1|m.17791,xtes3403,M , 4, -, -, -,  N,-,388,-,-
augustus_masked-XT_scaffold179407-processed-gene-0.4-mRNA-1|m.36222,xtes3404,_ , 1, -, -, -,  N,-,399,-,-
augustus_masked-XT_scaffold179415-processed-gene-0.18-mRNA-1|m.35748,xtes3405,_ , 3, -, -, -,  N,-,234,-,-
augustus_masked-XT_scaffold179463-processed-gene-0.0-mRNA-1|m.16659,xtes3406,_ , 2, -, -, -,  N,-,303,-,-
augustus_masked-XT_scaffold179463-processed-gene-0.0-mRNA-1|m.16658,xtes3407,M , 5, -, -, -,  N,-,386,-,-
