transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp31696_c0_seq1,ocar6503,_ , 4, -, -, -,  N,-,444,-,-
comp31696_c0_seq11,ocar6504,_ , 2, -, -, -,  N,-,123,-,-
comp31696_c0_seq11,ocar6505,_ , 4, -, -, -,  N,-,444,-,-
comp31697_c0_seq1,ocar6506,S , 2, -, -, -,  N,-,494,-,-
comp31702_c0_seq2,ocar6507,M , 2, hsap1023, mmus314, -,  Y,NDUFAF6,302,Ndufaf6,-
comp31703_c0_seq2,ocar6508,_ , 3, -, -, -,  N,-,341,-,-
comp31704_c0_seq1,ocar6509,_ , 5, -, -, -,  N,-,225,-,-
comp31704_c0_seq1,ocar6510,_ , 3, -, -, -,  N,-,217,-,-
comp31705_c0_seq2,ocar6511,_ , 1, -, -, -,  N,-,217,-,-
comp31706_c0_seq2,ocar6512,S , 1, -, -, -,  N,-,114,-,-
comp31710_c0_seq1,ocar6513,M , 3, -, -, -,  Y,-,551,-,-
comp31711_c0_seq2,ocar6514,S , 1, -, -, -,  N,-,130,-,-
comp31711_c0_seq4,ocar6515,_ , 2, -, -, -,  N,-,123,-,-
comp31711_c0_seq6,ocar6516,S , 1, -, -, -,  N,-,115,-,-
comp31714_c0_seq1,ocar6517,M , 3, -, -, -,  Y,-,586,-,-
comp31716_c0_seq1,ocar6518,S , 5, -, -, -,  N,-,122,-,-
comp31716_c0_seq2,ocar6519,S , 5, -, -, -,  N,-,122,-,-
comp31724_c0_seq2,ocar6520,_ , 3, -, -, -,  N,-,122,-,-
comp31726_c0_seq2,ocar6521,_ , 5, -, -, -,  N,-,215,-,-
comp31727_c0_seq4,ocar6522,S , 5, -, -, -,  N,-,843,-,-
comp31728_c0_seq3,ocar6523,S , 2, -, -, -,  N,-,767,-,-
comp31728_c0_seq7,ocar6524,_ , 4, -, -, -,  N,-,159,-,-
comp31728_c0_seq7,ocar6525,_ , 1, -, -, -,  N,-,354,-,-
comp31728_c0_seq7,ocar6526,S , 2, -, -, -,  N,-,243,-,-
comp31730_c0_seq1,ocar6527,_ , 2, -, -, -,  N,-,201,-,-
comp31730_c0_seq2,ocar6528,_ , 2, -, -, -,  N,-,209,-,-
comp31732_c1_seq2,ocar6529,_ , 3, -, -, -,  N,-,144,-,-
comp31734_c0_seq2,ocar6530,S , 4, hsap739, mmus986, scer224,  Y,RARS,684,Rars,YDR341C
comp31735_c0_seq2,ocar6531,M , 2, hsap1918, mmus1022, -,  Y,ERAL1,381,Eral1,-
comp31738_c0_seq1,ocar6532,_ , 2, -, -, -,  N,-,279,-,-
comp31739_c0_seq3,ocar6533,_ , 1, -, -, scer393,  Y,-,1452,-,ESP1
comp31741_c0_seq1,ocar6534,M , 5, -, -, -,  N,-,182,-,-
comp31742_c0_seq2,ocar6535,_ , 5, -, -, -,  N,-,130,-,-
comp31742_c0_seq3,ocar6536,_ , 5, -, -, -,  N,-,159,-,-
comp31744_c0_seq4,ocar6537,_ , 2, -, -, -,  N,-,300,-,-
comp31748_c0_seq1,ocar6538,S , 1, -, -, -,  N,-,337,-,-
comp31748_c0_seq11,ocar6539,S , 1, -, -, -,  N,-,255,-,-
comp31748_c0_seq2,ocar6540,_ , 2, -, -, -,  N,-,131,-,-
comp31748_c0_seq2,ocar6541,_ , 5, -, -, -,  N,-,251,-,-
comp31748_c0_seq5,ocar6542,S , 1, -, -, -,  N,-,230,-,-
comp31748_c0_seq5,ocar6543,_ , 2, -, -, -,  N,-,131,-,-
comp31748_c0_seq6,ocar6544,_ , 5, -, -, -,  N,-,276,-,-
comp31748_c0_seq7,ocar6545,_ , 5, -, -, -,  N,-,358,-,-
comp31753_c0_seq1,ocar6546,_ , 1, -, -, -,  N,-,114,-,-
comp31753_c0_seq7,ocar6547,_ , 1, -, -, -,  N,-,225,-,-
comp31754_c0_seq3,ocar6548,M , 2, -, -, -,  Y,-,616,-,-
comp31754_c0_seq5,ocar6549,M , 2, -, -, -,  Y,-,592,-,-
comp31757_c0_seq1,ocar6550,_ , 2, -, -, -,  N,-,199,-,-
comp31758_c0_seq2,ocar6551,_ , 2, -, -, -,  N,-,106,-,-
comp31763_c0_seq4,ocar6552,_ , 2, -, -, -,  N,-,905,-,-
comp31764_c0_seq8,ocar6553,S , 1, -, -, -,  N,-,516,-,-
comp31765_c0_seq1,ocar6554,_ , 4, -, -, -,  N,-,347,-,-
comp31767_c0_seq1,ocar6555,_ , 3, -, -, -,  N,-,117,-,-
comp31769_c0_seq2,ocar6556,M , 2, -, -, -,  N,-,280,-,-
comp31769_c0_seq7,ocar6557,M , 2, -, -, -,  Y,-,124,-,-
comp317719_c0_seq1,ocar6558,M , 3, -, -, -,  Y,-,139,-,-
comp31773_c0_seq1,ocar6559,_ , 4, -, -, -,  N,-,281,-,-
comp31774_c0_seq2,ocar6560,_ , 4, -, -, -,  N,-,140,-,-
comp31774_c0_seq2,ocar6561,S , 3, -, -, -,  N,-,112,-,-
comp31775_c0_seq1,ocar6562,M , 4, -, -, -,  N,-,394,-,-
comp31775_c0_seq2,ocar6563,M , 4, -, -, -,  N,-,273,-,-
comp31785_c0_seq1,ocar6564,_ , 2, -, -, -,  N,-,290,-,-
comp31786_c0_seq1,ocar6565,_ , 5, -, -, -,  N,-,120,-,-
comp31786_c0_seq3,ocar6566,_ , 5, -, -, -,  N,-,313,-,-
comp31786_c0_seq3,ocar6567,_ , 5, -, -, -,  N,-,120,-,-
comp31788_c0_seq1,ocar6568,_ , 2, -, -, -,  N,-,562,-,-
comp31790_c0_seq1,ocar6569,S , 1, -, -, -,  N,-,702,-,-
comp31792_c0_seq4,ocar6570,M , 2, -, -, -,  Y,-,521,-,-
comp31795_c0_seq1,ocar6571,M , 2, -, -, -,  Y,-,814,-,-
comp31795_c0_seq2,ocar6572,_ , 3, -, -, -,  N,-,757,-,-
comp31796_c0_seq2,ocar6573,S , 1, -, -, -,  N,-,339,-,-
comp31797_c0_seq1,ocar6574,_ , 2, -, -, -,  N,-,107,-,-
comp31797_c0_seq3,ocar6575,_ , 2, -, -, -,  N,-,107,-,-
comp31799_c0_seq1,ocar6576,M , 5, hsap1103, mmus157, -,  Y,PTGES2,317,Ptges2,-
comp31799_c0_seq5,ocar6577,M , 5, -, -, -,  N,-,266,-,-
comp31799_c0_seq6,ocar6578,_ , 2, -, -, -,  N,-,481,-,-
comp31800_c0_seq1,ocar6579,S , 1, -, -, -,  N,-,503,-,-
comp31801_c0_seq2,ocar6580,S , 2, -, -, -,  N,-,408,-,-
comp31802_c0_seq1,ocar6581,_ , 1, -, -, -,  N,-,215,-,-
comp31803_c0_seq1,ocar6582,S , 3, -, -, -,  N,-,202,-,-
comp31803_c0_seq3,ocar6583,S , 3, -, -, -,  N,-,202,-,-
comp31803_c0_seq5,ocar6584,S , 3, -, -, -,  N,-,202,-,-
comp31804_c0_seq2,ocar6585,_ , 4, -, -, -,  N,-,377,-,-
comp31805_c0_seq1,ocar6586,_ , 5, -, -, -,  N,-,339,-,-
comp318065_c0_seq1,ocar6587,_ , 5, -, -, -,  N,-,121,-,-
comp31809_c0_seq1,ocar6588,S , 1, -, -, -,  N,-,143,-,-
comp31809_c0_seq1,ocar6589,_ , 3, -, -, -,  N,-,417,-,-
comp31809_c0_seq1,ocar6590,_ , 3, -, -, -,  N,-,157,-,-
comp31809_c0_seq2,ocar6591,S , 1, -, -, -,  N,-,143,-,-
comp31809_c0_seq2,ocar6592,_ , 3, -, -, -,  N,-,572,-,-
comp31810_c0_seq13,ocar6593,_ , 2, -, -, -,  N,-,272,-,-
comp31810_c0_seq14,ocar6594,_ , 3, -, -, -,  N,-,291,-,-
comp31810_c0_seq15,ocar6595,M , 3, -, -, -,  Y,-,122,-,-
comp31810_c0_seq15,ocar6596,_ , 2, -, -, -,  N,-,116,-,-
comp31810_c0_seq16,ocar6597,M , 3, -, -, -,  Y,-,108,-,-
comp31810_c0_seq6,ocar6598,M , 3, -, -, -,  Y,-,122,-,-
comp31811_c0_seq1,ocar6599,_ , 5, -, -, -,  N,-,123,-,-
comp31811_c0_seq2,ocar6600,_ , 5, -, -, -,  N,-,123,-,-
comp31814_c0_seq1,ocar6601,_ , 3, -, -, -,  N,-,107,-,-
comp31815_c0_seq6,ocar6602,_ , 2, -, -, -,  N,-,386,-,-
comp31816_c0_seq4,ocar6603,M , 5, -, -, -,  N,-,228,-,-
comp31816_c0_seq4,ocar6604,_ , 2, -, -, scer137,  Y,-,1731,-,RPO21
comp31816_c0_seq4,ocar6605,_ , 2, -, -, -,  N,-,372,-,-
comp31816_c0_seq5,ocar6606,M , 5, -, -, -,  N,-,228,-,-
comp31816_c0_seq5,ocar6607,_ , 2, -, -, -,  N,-,732,-,-
comp31816_c0_seq5,ocar6608,_ , 4, -, -, -,  N,-,979,-,-
comp31818_c0_seq1,ocar6609,S , 1, -, -, -,  N,-,107,-,-
comp318227_c0_seq1,ocar6610,_ , 4, -, -, -,  N,-,426,-,-
comp31823_c0_seq2,ocar6611,_ , 3, -, -, -,  N,-,354,-,-
comp318259_c0_seq1,ocar6612,_ , 1, -, -, -,  N,-,259,-,-
comp31825_c0_seq1,ocar6613,_ , 4, -, -, -,  N,-,136,-,-
comp31829_c1_seq4,ocar6614,M , 2, -, -, -,  Y,-,750,-,-
comp31839_c0_seq1,ocar6615,M , 2, -, -, -,  Y,-,532,-,-
comp31839_c0_seq1,ocar6616,_ , 4, -, -, -,  N,-,453,-,-
comp31841_c0_seq1,ocar6617,_ , 1, -, -, -,  N,-,102,-,-
comp31841_c0_seq2,ocar6618,_ , 1, -, -, -,  N,-,102,-,-
comp31844_c0_seq1,ocar6619,M , 1, hsap1694, mmus1128, scer1023,  Y,GLRX5,145,Glrx5,GRX5
comp31845_c0_seq5,ocar6620,_ , 2, hsap242, mmus952, -,  Y,ACYP2,146,Acyp2,-
comp31845_c0_seq7,ocar6621,_ , 2, -, -, -,  N,-,162,-,-
comp31846_c0_seq4,ocar6622,M , 3, -, -, -,  Y,-,586,-,-
comp31847_c0_seq1,ocar6623,_ , 2, -, -, -,  N,-,618,-,-
comp31847_c0_seq3,ocar6624,_ , 2, -, -, -,  N,-,691,-,-
comp31848_c0_seq1,ocar6625,_ , 4, -, -, scer293,  Y,-,335,-,ILV1
comp31850_c0_seq1,ocar6626,_ , 4, -, -, -,  N,-,102,-,-
comp31852_c0_seq2,ocar6627,S , 1, -, -, -,  N,-,361,-,-
comp31853_c0_seq1,ocar6628,_ , 2, -, -, -,  N,-,246,-,-
comp31854_c0_seq1,ocar6629,S , 5, -, -, -,  N,-,173,-,-
comp31855_c0_seq1,ocar6630,_ , 1, -, -, -,  N,-,595,-,-
comp31858_c0_seq2,ocar6631,_ , 1, -, -, -,  N,-,443,-,-
comp31860_c0_seq1,ocar6632,_ , 2, -, -, -,  N,-,213,-,-
comp31861_c0_seq3,ocar6633,_ , 2, -, -, -,  N,-,1083,-,-
comp31862_c0_seq1,ocar6634,M , 5, -, -, -,  N,-,1260,-,-
comp31863_c0_seq5,ocar6635,_ , 2, -, -, -,  N,-,1069,-,-
comp31866_c0_seq1,ocar6636,_ , 2, -, -, -,  N,-,135,-,-
comp31866_c0_seq2,ocar6637,_ , 2, -, -, -,  N,-,221,-,-
comp31866_c0_seq3,ocar6638,_ , 2, -, -, -,  N,-,123,-,-
comp31867_c0_seq1,ocar6639,_ , 2, -, -, -,  N,-,410,-,-
comp31868_c0_seq4,ocar6640,_ , 5, -, -, -,  N,-,271,-,-
comp31868_c0_seq6,ocar6641,_ , 5, -, -, -,  N,-,209,-,-
comp31868_c0_seq7,ocar6642,_ , 5, -, -, -,  N,-,133,-,-
comp31868_c0_seq7,ocar6643,S , 3, -, -, -,  N,-,121,-,-
comp31869_c0_seq1,ocar6644,_ , 1, -, -, -,  N,-,101,-,-
comp31875_c0_seq2,ocar6645,S , 1, -, -, -,  N,-,122,-,-
comp31875_c0_seq6,ocar6646,S , 2, -, -, -,  N,-,257,-,-
comp31880_c0_seq1,ocar6647,_ , 2, -, -, -,  N,-,602,-,-
comp31882_c0_seq3,ocar6648,S , 1, -, -, -,  N,-,409,-,-
comp31882_c0_seq3,ocar6649,M , 4, -, -, -,  N,-,229,-,-
comp31882_c0_seq4,ocar6650,M , 4, -, -, -,  N,-,229,-,-
comp31882_c0_seq4,ocar6651,S , 1, -, -, -,  N,-,383,-,-
comp31883_c0_seq3,ocar6652,S , 1, -, -, -,  N,-,304,-,-
comp31884_c0_seq7,ocar6653,_ , 2, -, -, -,  N,-,480,-,-
comp31885_c0_seq1,ocar6654,_ , 2, -, -, -,  N,-,206,-,-
comp31887_c0_seq1,ocar6655,S , 5, -, -, -,  N,-,834,-,-
comp31890_c0_seq1,ocar6656,S , 4, -, -, -,  N,-,158,-,-
comp31892_c0_seq1,ocar6657,_ , 4, -, -, -,  N,-,283,-,-
comp31894_c0_seq1,ocar6658,_ , 2, -, -, -,  N,-,133,-,-
comp31897_c0_seq1,ocar6659,_ , 4, -, -, -,  N,-,133,-,-
comp31898_c0_seq1,ocar6660,S , 2, -, -, -,  N,-,167,-,-
comp31901_c0_seq1,ocar6661,_ , 1, -, -, -,  N,-,215,-,-
comp31905_c0_seq1,ocar6662,_ , 5, -, -, -,  N,-,170,-,-
comp31906_c0_seq2,ocar6663,_ , 5, -, -, -,  N,-,206,-,-
comp31910_c0_seq1,ocar6664,_ , 4, -, -, -,  N,-,354,-,-
comp31912_c0_seq2,ocar6665,S , 1, -, -, -,  N,-,146,-,-
comp31914_c0_seq1,ocar6666,S , 1, -, -, -,  N,-,830,-,-
comp31915_c0_seq1,ocar6667,_ , 3, -, -, -,  N,-,111,-,-
comp31920_c0_seq1,ocar6668,S , 4, -, -, -,  N,-,481,-,-
comp31921_c0_seq1,ocar6669,S , 1, -, -, -,  N,-,465,-,-
comp31922_c0_seq2,ocar6670,_ , 5, -, -, -,  N,-,231,-,-
comp31922_c0_seq3,ocar6671,_ , 5, -, -, -,  N,-,127,-,-
comp31924_c0_seq2,ocar6672,_ , 1, -, -, -,  N,-,103,-,-
comp31924_c0_seq2,ocar6673,_ , 1, -, -, -,  N,-,270,-,-
comp31924_c0_seq4,ocar6674,_ , 1, -, -, -,  N,-,217,-,-
comp31924_c0_seq4,ocar6675,_ , 1, -, -, -,  N,-,103,-,-
comp31924_c0_seq7,ocar6676,_ , 1, -, -, -,  N,-,103,-,-
comp31924_c0_seq7,ocar6677,_ , 1, -, -, -,  N,-,121,-,-
comp31924_c0_seq7,ocar6678,_ , 1, -, -, -,  N,-,217,-,-
comp31926_c0_seq10,ocar6679,_ , 1, -, -, -,  N,-,229,-,-
comp31926_c0_seq11,ocar6680,S , 3, -, -, -,  N,-,148,-,-
comp31926_c0_seq11,ocar6681,_ , 1, -, -, -,  N,-,137,-,-
comp31926_c0_seq19,ocar6682,_ , 5, -, -, -,  N,-,174,-,-
comp31926_c0_seq3,ocar6683,S , 3, -, -, -,  N,-,148,-,-
comp31926_c0_seq4,ocar6684,_ , 2, -, -, -,  N,-,139,-,-
comp31926_c0_seq4,ocar6685,_ , 1, -, -, -,  N,-,366,-,-
comp31926_c0_seq4,ocar6686,S , 3, -, -, -,  N,-,324,-,-
comp31926_c0_seq8,ocar6687,_ , 1, -, -, -,  N,-,801,-,-
comp31928_c0_seq1,ocar6688,_ , 1, -, -, -,  N,-,133,-,-
comp319297_c0_seq1,ocar6689,S , 2, -, -, -,  N,-,119,-,-
comp31930_c0_seq7,ocar6690,S , 3, -, -, -,  N,-,866,-,-
comp31931_c0_seq3,ocar6691,_ , 2, -, -, -,  N,-,183,-,-
comp31933_c0_seq1,ocar6692,_ , 5, -, -, -,  N,-,156,-,-
comp31934_c0_seq1,ocar6693,_ , 5, -, -, -,  N,-,221,-,-
comp31934_c0_seq1,ocar6694,_ , 1, -, -, -,  N,-,326,-,-
comp31934_c0_seq1,ocar6695,_ , 2, -, -, -,  N,-,221,-,-
comp31934_c0_seq3,ocar6696,_ , 2, -, -, -,  N,-,806,-,-
comp31936_c0_seq3,ocar6697,_ , 2, -, -, -,  N,-,3903,-,-
comp31939_c0_seq1,ocar6698,_ , 2, -, -, -,  N,-,348,-,-
comp31943_c0_seq1,ocar6699,_ , 1, -, -, -,  N,-,309,-,-
comp31943_c0_seq1,ocar6700,_ , 3, -, -, -,  N,-,204,-,-
comp31943_c0_seq3,ocar6701,M , 1, -, -, -,  Y,-,1412,-,-
comp31944_c0_seq3,ocar6702,_ , 4, -, -, -,  N,-,957,-,-
comp31945_c0_seq3,ocar6703,_ , 2, -, -, -,  N,-,1310,-,-
comp319481_c0_seq1,ocar6704,_ , 4, -, -, -,  N,-,211,-,-
comp31948_c0_seq4,ocar6705,M , 3, -, -, -,  Y,-,106,-,-
comp31948_c0_seq4,ocar6706,_ , 2, -, -, -,  N,-,192,-,-
comp31948_c0_seq8,ocar6707,_ , 2, -, -, -,  N,-,198,-,-
comp31948_c0_seq8,ocar6708,M , 1, -, -, -,  N,-,275,-,-
comp31949_c0_seq2,ocar6709,_ , 1, -, -, -,  N,-,550,-,-
comp31949_c0_seq2,ocar6710,_ , 3, -, -, -,  N,-,166,-,-
comp31949_c0_seq3,ocar6711,_ , 3, -, -, -,  N,-,745,-,-
comp31951_c0_seq2,ocar6712,M , 4, -, -, -,  N,-,333,-,-
comp31951_c0_seq8,ocar6713,M , 4, -, -, -,  N,-,166,-,-
comp31955_c0_seq1,ocar6714,_ , 2, -, -, -,  N,-,736,-,-
comp31957_c0_seq1,ocar6715,_ , 1, -, -, -,  N,-,455,-,-
comp31958_c0_seq1,ocar6716,M , 5, -, -, -,  N,-,117,-,-
comp31959_c0_seq3,ocar6717,_ , 1, -, -, -,  N,-,1526,-,-
comp31961_c0_seq1,ocar6718,_ , 3, -, -, -,  N,-,122,-,-
comp31961_c0_seq4,ocar6719,_ , 3, -, -, -,  N,-,101,-,-
comp31961_c0_seq6,ocar6720,_ , 3, -, -, -,  N,-,103,-,-
comp31962_c0_seq1,ocar6721,_ , 3, -, -, -,  N,-,376,-,-
comp31963_c0_seq1,ocar6722,_ , 1, -, -, -,  N,-,159,-,-
comp31965_c0_seq1,ocar6723,M , 4, -, -, -,  N,-,220,-,-
comp31965_c0_seq1,ocar6724,_ , 2, -, -, -,  N,-,138,-,-
comp31965_c0_seq6,ocar6725,_ , 2, -, -, -,  N,-,135,-,-
comp31965_c0_seq6,ocar6726,_ , 2, -, -, -,  N,-,138,-,-
comp31965_c0_seq8,ocar6727,M , 4, -, -, -,  N,-,391,-,-
comp31965_c0_seq9,ocar6728,_ , 2, -, -, -,  N,-,138,-,-
comp31965_c0_seq9,ocar6729,M , 4, -, -, -,  N,-,102,-,-
comp31965_c0_seq9,ocar6730,_ , 2, -, -, -,  N,-,135,-,-
comp31967_c0_seq3,ocar6731,_ , 3, -, -, -,  N,-,100,-,-
comp31967_c0_seq3,ocar6732,M , 4, -, -, -,  N,-,152,-,-
comp31967_c0_seq3,ocar6733,_ , 3, -, -, -,  N,-,169,-,-
comp31967_c0_seq4,ocar6734,_ , 4, -, -, -,  N,-,386,-,-
comp31967_c0_seq5,ocar6735,M , 4, -, -, -,  N,-,185,-,-
comp31967_c0_seq5,ocar6736,_ , 3, -, -, -,  N,-,100,-,-
comp31967_c0_seq5,ocar6737,_ , 3, -, -, -,  N,-,169,-,-
comp31968_c0_seq4,ocar6738,_ , 1, -, -, -,  N,-,1012,-,-
comp31969_c0_seq1,ocar6739,M , 4, -, -, -,  N,-,566,-,-
comp31970_c0_seq5,ocar6740,_ , 2, -, -, -,  N,-,1097,-,-
comp31971_c0_seq4,ocar6741,M , 4, -, -, -,  N,-,432,-,-
comp31971_c0_seq8,ocar6742,_ , 2, -, -, -,  N,-,216,-,-
comp31971_c0_seq8,ocar6743,M , 4, -, -, -,  N,-,126,-,-
comp31972_c0_seq1,ocar6744,_ , 1, -, -, -,  N,-,439,-,-
comp31973_c0_seq5,ocar6745,S , 3, -, -, -,  N,-,915,-,-
comp31976_c0_seq2,ocar6746,S , 2, -, -, -,  N,-,2705,-,-
comp31977_c0_seq1,ocar6747,S , 1, -, -, -,  N,-,123,-,-
comp31980_c0_seq3,ocar6748,S , 2, -, -, -,  N,-,417,-,-
comp31980_c0_seq4,ocar6749,S , 1, -, -, -,  N,-,527,-,-
comp31980_c0_seq6,ocar6750,S , 2, -, -, -,  N,-,417,-,-
comp31982_c0_seq2,ocar6751,_ , 2, -, -, -,  N,-,220,-,-
comp31982_c0_seq4,ocar6752,_ , 1, -, -, -,  N,-,104,-,-
comp31983_c0_seq1,ocar6753,M , 5, -, -, -,  N,-,281,-,-
comp31984_c0_seq14,ocar6754,_ , 4, -, -, -,  N,-,441,-,-
comp31984_c0_seq15,ocar6755,_ , 3, -, -, -,  N,-,136,-,-
comp31984_c0_seq15,ocar6756,_ , 3, -, -, -,  N,-,212,-,-
comp31986_c0_seq2,ocar6757,M , 3, -, -, -,  Y,-,729,-,-
comp31989_c0_seq3,ocar6758,_ , 3, -, -, -,  N,-,100,-,-
comp31989_c0_seq3,ocar6759,_ , 2, -, -, -,  N,-,1380,-,-
comp31990_c0_seq2,ocar6760,_ , 1, -, -, -,  N,-,146,-,-
comp31990_c0_seq2,ocar6761,_ , 1, -, -, -,  N,-,414,-,-
comp31995_c0_seq3,ocar6762,_ , 1, -, -, -,  N,-,556,-,-
comp31996_c0_seq2,ocar6763,_ , 2, -, -, -,  N,-,449,-,-
comp31998_c0_seq1,ocar6764,_ , 2, -, -, -,  N,-,2615,-,-
comp31999_c0_seq2,ocar6765,M , 4, -, -, -,  N,-,156,-,-
comp31999_c0_seq2,ocar6766,S , 4, -, -, -,  N,-,150,-,-
comp31999_c0_seq2,ocar6767,S , 5, -, -, -,  N,-,252,-,-
comp31999_c0_seq3,ocar6768,_ , 2, -, -, -,  N,-,126,-,-
comp31999_c0_seq3,ocar6769,M , 4, -, -, -,  N,-,156,-,-
comp31999_c0_seq3,ocar6770,S , 4, -, -, -,  N,-,150,-,-
comp31999_c0_seq3,ocar6771,S , 5, -, -, -,  N,-,252,-,-
comp32001_c0_seq16,ocar6772,_ , 2, -, -, -,  N,-,1053,-,-
comp32001_c0_seq5,ocar6773,_ , 2, -, -, -,  N,-,260,-,-
comp32001_c0_seq5,ocar6774,_ , 2, -, -, -,  N,-,322,-,-
comp32001_c0_seq5,ocar6775,_ , 3, -, -, -,  N,-,315,-,-
comp32003_c0_seq11,ocar6776,_ , 4, -, -, -,  N,-,398,-,-
comp32005_c0_seq1,ocar6777,_ , 2, -, -, -,  N,-,337,-,-
comp32005_c0_seq12,ocar6778,_ , 2, -, -, -,  N,-,208,-,-
comp32005_c0_seq14,ocar6779,_ , 2, -, -, -,  N,-,353,-,-
comp32006_c0_seq1,ocar6780,_ , 4, -, -, -,  N,-,360,-,-
comp32007_c0_seq1,ocar6781,_ , 5, -, -, -,  N,-,210,-,-
comp32007_c0_seq4,ocar6782,_ , 5, -, -, -,  N,-,517,-,-
comp32007_c0_seq5,ocar6783,_ , 5, -, -, -,  N,-,210,-,-
comp32007_c0_seq5,ocar6784,M , 5, -, -, -,  N,-,207,-,-
comp3200_c0_seq1,ocar6785,_ , 2, -, -, -,  N,-,124,-,-
comp3200_c0_seq1,ocar6786,_ , 5, -, -, -,  N,-,124,-,-
comp3200_c0_seq2,ocar6787,_ , 2, -, -, -,  N,-,227,-,-
comp32010_c0_seq1,ocar6788,_ , 2, -, -, -,  N,-,422,-,-
comp32011_c0_seq4,ocar6789,M , 4, -, -, -,  N,-,120,-,-
comp32012_c0_seq1,ocar6790,_ , 4, -, -, -,  N,-,157,-,-
comp32012_c0_seq2,ocar6791,_ , 4, -, -, -,  N,-,219,-,-
comp32015_c0_seq1,ocar6792,S , 2, -, -, -,  N,-,543,-,-
comp32015_c0_seq2,ocar6793,S , 2, -, -, -,  N,-,282,-,-
comp32015_c0_seq2,ocar6794,_ , 3, -, -, -,  N,-,298,-,-
comp32020_c0_seq1,ocar6795,S , 4, -, -, -,  N,-,118,-,-
comp32021_c0_seq3,ocar6796,_ , 4, -, -, -,  N,-,130,-,-
comp32022_c0_seq1,ocar6797,_ , 2, -, -, -,  N,-,115,-,-
comp32023_c0_seq1,ocar6798,_ , 2, -, -, -,  N,-,488,-,-
comp32023_c0_seq1,ocar6799,_ , 2, -, -, -,  N,-,123,-,-
comp32024_c0_seq1,ocar6800,_ , 5, -, -, -,  N,-,232,-,-
comp32024_c0_seq8,ocar6801,_ , 5, -, -, -,  N,-,160,-,-
comp32025_c0_seq1,ocar6802,_ , 5, -, -, -,  N,-,123,-,-
comp32025_c0_seq1,ocar6803,_ , 1, -, -, -,  N,-,366,-,-
comp32026_c0_seq5,ocar6804,S , 3, -, -, -,  N,-,322,-,-
comp32029_c0_seq6,ocar6805,_ , 1, -, -, -,  N,-,1402,-,-
comp32029_c0_seq7,ocar6806,_ , 1, -, -, -,  N,-,1435,-,-
comp32030_c0_seq1,ocar6807,S , 1, -, -, -,  N,-,257,-,-
comp32031_c0_seq1,ocar6808,_ , 1, -, -, -,  N,-,124,-,-
comp32031_c0_seq1,ocar6809,_ , 3, -, -, -,  N,-,280,-,-
comp32031_c0_seq1,ocar6810,_ , 1, -, -, -,  N,-,208,-,-
comp32031_c0_seq3,ocar6811,S , 5, -, -, -,  N,-,250,-,-
comp32031_c0_seq3,ocar6812,_ , 3, -, -, -,  N,-,403,-,-
comp32031_c0_seq5,ocar6813,S , 5, -, -, -,  N,-,250,-,-
comp32031_c0_seq5,ocar6814,_ , 1, -, -, -,  N,-,208,-,-
comp32031_c0_seq5,ocar6815,_ , 1, -, -, -,  N,-,124,-,-
comp32032_c0_seq1,ocar6816,_ , 2, -, -, -,  N,-,152,-,-
comp32032_c0_seq1,ocar6817,_ , 1, -, -, -,  N,-,371,-,-
comp32032_c0_seq2,ocar6818,_ , 3, -, -, -,  N,-,350,-,-
comp32032_c0_seq3,ocar6819,_ , 3, -, -, -,  N,-,417,-,-
comp32033_c0_seq7,ocar6820,_ , 4, -, -, -,  N,-,381,-,-
comp32034_c0_seq4,ocar6821,S , 3, -, -, -,  N,-,220,-,-
comp32034_c0_seq5,ocar6822,S , 3, -, -, -,  N,-,264,-,-
comp32036_c0_seq1,ocar6823,_ , 3, -, -, -,  N,-,431,-,-
comp32037_c0_seq1,ocar6824,S , 2, -, -, -,  N,-,366,-,-
comp32038_c0_seq2,ocar6825,_ , 2, -, -, -,  N,-,367,-,-
comp32039_c0_seq1,ocar6826,_ , 1, -, -, -,  N,-,380,-,-
comp32039_c0_seq5,ocar6827,_ , 1, -, -, -,  N,-,341,-,-
comp32039_c0_seq6,ocar6828,S , 4, -, -, -,  N,-,111,-,-
comp32041_c0_seq6,ocar6829,M , 5, -, -, -,  N,-,598,-,-
comp32042_c0_seq1,ocar6830,_ , 5, -, -, -,  N,-,166,-,-
comp32042_c0_seq2,ocar6831,_ , 5, -, -, -,  N,-,161,-,-
comp32043_c0_seq2,ocar6832,M , 1, -, -, -,  Y,-,324,-,-
comp32044_c0_seq1,ocar6833,M , 5, -, -, -,  N,-,1155,-,-
comp32050_c0_seq1,ocar6834,_ , 3, -, -, -,  N,-,108,-,-
comp32050_c0_seq2,ocar6835,M , 5, -, -, -,  N,-,101,-,-
comp32051_c0_seq1,ocar6836,_ , 1, -, -, -,  N,-,100,-,-
comp32053_c0_seq1,ocar6837,M , 4, -, -, -,  N,-,581,-,-
comp32055_c0_seq5,ocar6838,_ , 3, -, -, -,  N,-,269,-,-
comp32055_c0_seq5,ocar6839,S , 1, -, -, -,  N,-,212,-,-
comp32055_c0_seq7,ocar6840,_ , 3, -, -, -,  N,-,506,-,-
