transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
jgi|Nemve1|149550|e_gw.3030.2.1|m.23847 jgi|Nemve1|149550|e_gw.3030.2.1|g.23847  ,nvec4436,_,1,-,-,-,N,-,117,-,-
jgi|Nemve1|149554|e_gw.3032.1.1|m.16828 jgi|Nemve1|149554|e_gw.3032.1.1|g.16828  ,nvec4437,S,2,-,-,-,N,-,227,-,-
jgi|Nemve1|149561|e_gw.3035.1.1|m.22412 jgi|Nemve1|149561|e_gw.3035.1.1|g.22412  ,nvec4438,_,2,-,-,-,N,-,130,-,-
jgi|Nemve1|149581|e_gw.3039.7.1|m.21468 jgi|Nemve1|149581|e_gw.3039.7.1|g.21468  ,nvec4439,_,4,-,-,-,N,-,144,-,-
jgi|Nemve1|149604|e_gw.3045.2.1|m.20842 jgi|Nemve1|149604|e_gw.3045.2.1|g.20842  ,nvec4440,S,1,-,-,-,N,-,346,-,-
jgi|Nemve1|149608|e_gw.3045.4.1|m.20843 jgi|Nemve1|149608|e_gw.3045.4.1|g.20843  ,nvec4441,_,1,-,-,-,N,-,137,-,-
jgi|Nemve1|149621|e_gw.3055.3.1|m.25636 jgi|Nemve1|149621|e_gw.3055.3.1|g.25636  ,nvec4442,S,1,-,-,-,N,-,154,-,-
jgi|Nemve1|149635|e_gw.3063.1.1|m.22387 jgi|Nemve1|149635|e_gw.3063.1.1|g.22387  ,nvec4443,_,3,-,-,-,N,-,208,-,-
jgi|Nemve1|149648|e_gw.3071.4.1|m.26007 jgi|Nemve1|149648|e_gw.3071.4.1|g.26007  ,nvec4444,_,2,-,-,-,N,-,204,-,-
jgi|Nemve1|149662|e_gw.3078.2.1|m.10530 jgi|Nemve1|149662|e_gw.3078.2.1|g.10530  ,nvec4445,_,1,-,-,-,N,-,450,-,-
jgi|Nemve1|149677|e_gw.3091.1.1|m.25518 jgi|Nemve1|149677|e_gw.3091.1.1|g.25518  ,nvec4446,_,1,-,-,-,N,-,138,-,-
jgi|Nemve1|149683|e_gw.3103.2.1|m.24198 jgi|Nemve1|149683|e_gw.3103.2.1|g.24198  ,nvec4447,_,2,-,-,-,N,-,182,-,-
jgi|Nemve1|149685|e_gw.3104.2.1|m.36170 jgi|Nemve1|149685|e_gw.3104.2.1|g.36170  ,nvec4448,_,2,-,-,-,N,-,162,-,-
jgi|Nemve1|149694|e_gw.3106.3.1|m.26218 jgi|Nemve1|149694|e_gw.3106.3.1|g.26218  ,nvec4449,_,2,-,-,-,N,-,100,-,-
jgi|Nemve1|149803|e_gw.3160.3.1|m.34178 jgi|Nemve1|149803|e_gw.3160.3.1|g.34178  ,nvec4450,M,2,-,-,-,Y,-,257,-,-
jgi|Nemve1|149821|e_gw.3172.2.1|m.25436 jgi|Nemve1|149821|e_gw.3172.2.1|g.25436  ,nvec4451,_,1,-,-,-,N,-,267,-,-
jgi|Nemve1|149823|e_gw.3175.2.1|m.24717 jgi|Nemve1|149823|e_gw.3175.2.1|g.24717  ,nvec4452,M,4,-,-,-,N,-,200,-,-
jgi|Nemve1|149831|e_gw.3182.2.1|m.26440 jgi|Nemve1|149831|e_gw.3182.2.1|g.26440  ,nvec4453,_,2,-,-,-,N,-,101,-,-
jgi|Nemve1|149849|e_gw.3189.5.1|m.19510 jgi|Nemve1|149849|e_gw.3189.5.1|g.19510  ,nvec4454,_,2,-,-,-,N,-,157,-,-
jgi|Nemve1|149881|e_gw.3195.3.1|m.35744 jgi|Nemve1|149881|e_gw.3195.3.1|g.35744  ,nvec4455,_,3,-,-,-,N,-,203,-,-
jgi|Nemve1|149889|e_gw.3201.1.1|m.23639 jgi|Nemve1|149889|e_gw.3201.1.1|g.23639  ,nvec4456,_,2,-,-,-,N,-,191,-,-
jgi|Nemve1|149898|e_gw.3204.1.1|m.12732 jgi|Nemve1|149898|e_gw.3204.1.1|g.12732  ,nvec4457,_,2,-,-,-,N,-,300,-,-
jgi|Nemve1|149901|e_gw.3204.8.1|m.12738 jgi|Nemve1|149901|e_gw.3204.8.1|g.12738  ,nvec4458,S,2,-,-,-,N,-,126,-,-
jgi|Nemve1|149903|e_gw.3205.1.1|m.20755 jgi|Nemve1|149903|e_gw.3205.1.1|g.20755  ,nvec4459,_,3,-,-,-,N,-,190,-,-
jgi|Nemve1|149904|e_gw.3208.3.1|m.23074 jgi|Nemve1|149904|e_gw.3208.3.1|g.23074  ,nvec4460,_,2,-,-,-,N,-,215,-,-
jgi|Nemve1|149914|e_gw.3219.3.1|m.16864 jgi|Nemve1|149914|e_gw.3219.3.1|g.16864  ,nvec4461,_,1,-,-,-,N,-,191,-,-
jgi|Nemve1|149919|e_gw.3222.2.1|m.24086 jgi|Nemve1|149919|e_gw.3222.2.1|g.24086  ,nvec4462,M,4,-,-,-,N,-,170,-,-
jgi|Nemve1|149919|e_gw.3222.2.1|m.24087 jgi|Nemve1|149919|e_gw.3222.2.1|g.24087  ,nvec4463,_,2,-,-,-,N,-,118,-,-
jgi|Nemve1|149933|e_gw.3232.3.1|m.23032 jgi|Nemve1|149933|e_gw.3232.3.1|g.23032  ,nvec4464,_,2,-,-,-,N,-,123,-,-
jgi|Nemve1|149946|e_gw.3234.1.1|m.37732 jgi|Nemve1|149946|e_gw.3234.1.1|g.37732  ,nvec4465,_,4,-,-,-,N,-,128,-,-
jgi|Nemve1|149970|e_gw.3240.2.1|m.21075 jgi|Nemve1|149970|e_gw.3240.2.1|g.21075  ,nvec4466,_,4,-,-,-,N,-,113,-,-
jgi|Nemve1|149979|e_gw.3247.2.1|m.13400 jgi|Nemve1|149979|e_gw.3247.2.1|g.13400  ,nvec4467,_,5,-,-,-,N,-,171,-,-
jgi|Nemve1|149988|e_gw.3250.2.1|m.20743 jgi|Nemve1|149988|e_gw.3250.2.1|g.20743  ,nvec4468,_,2,-,-,-,N,-,327,-,-
jgi|Nemve1|149991|e_gw.3250.4.1|m.20746 jgi|Nemve1|149991|e_gw.3250.4.1|g.20746  ,nvec4469,_,2,-,-,-,N,-,158,-,-
jgi|Nemve1|149996|e_gw.3254.3.1|m.22457 jgi|Nemve1|149996|e_gw.3254.3.1|g.22457  ,nvec4470,_,2,-,-,-,N,-,247,-,-
jgi|Nemve1|149999|e_gw.3254.4.1|m.22456 jgi|Nemve1|149999|e_gw.3254.4.1|g.22456  ,nvec4471,_,1,-,-,-,N,-,171,-,-
jgi|Nemve1|1499|gw.850.3.1|m.14682 jgi|Nemve1|1499|gw.850.3.1|g.14682  ,nvec4472,S,1,-,-,-,N,-,147,-,-
jgi|Nemve1|150057|e_gw.3272.22.1|m.24664 jgi|Nemve1|150057|e_gw.3272.22.1|g.24664  ,nvec4473,_,1,-,-,-,N,-,128,-,-
jgi|Nemve1|15006|gw.209.25.1|m.23286 jgi|Nemve1|15006|gw.209.25.1|g.23286  ,nvec4474,_,4,-,-,-,N,-,215,-,-
jgi|Nemve1|150088|e_gw.3284.3.1|m.25394 jgi|Nemve1|150088|e_gw.3284.3.1|g.25394  ,nvec4475,_,2,-,-,-,N,-,177,-,-
jgi|Nemve1|150091|e_gw.3285.1.1|m.25464 jgi|Nemve1|150091|e_gw.3285.1.1|g.25464  ,nvec4476,M,5,-,-,-,N,-,125,-,-
jgi|Nemve1|150092|e_gw.3288.3.1|m.36219 jgi|Nemve1|150092|e_gw.3288.3.1|g.36219  ,nvec4477,_,2,-,-,-,N,-,148,-,-
jgi|Nemve1|150101|e_gw.3292.3.1|m.20742 jgi|Nemve1|150101|e_gw.3292.3.1|g.20742  ,nvec4478,_,1,-,-,-,N,-,161,-,-
jgi|Nemve1|150110|e_gw.3295.1.1|m.22324 jgi|Nemve1|150110|e_gw.3295.1.1|g.22324  ,nvec4479,_,2,-,-,-,N,-,103,-,-
jgi|Nemve1|150120|e_gw.3299.4.1|m.26213 jgi|Nemve1|150120|e_gw.3299.4.1|g.26213  ,nvec4480,_,5,-,-,-,N,-,121,-,-
jgi|Nemve1|150121|e_gw.3299.5.1|m.26210 jgi|Nemve1|150121|e_gw.3299.5.1|g.26210  ,nvec4481,_,2,-,-,-,N,-,137,-,-
jgi|Nemve1|150160|e_gw.3303.1.1|m.15947 jgi|Nemve1|150160|e_gw.3303.1.1|g.15947  ,nvec4482,_,1,-,-,-,N,-,300,-,-
jgi|Nemve1|150172|e_gw.3307.2.1|m.20785 jgi|Nemve1|150172|e_gw.3307.2.1|g.20785  ,nvec4483,_,2,-,-,-,N,-,114,-,-
jgi|Nemve1|150206|e_gw.3332.3.1|m.24706 jgi|Nemve1|150206|e_gw.3332.3.1|g.24706  ,nvec4484,S,1,-,-,-,N,-,138,-,-
jgi|Nemve1|150220|e_gw.3342.3.1|m.21656 jgi|Nemve1|150220|e_gw.3342.3.1|g.21656  ,nvec4485,_,5,-,-,-,N,-,183,-,-
jgi|Nemve1|150226|e_gw.3344.3.1|m.36332 jgi|Nemve1|150226|e_gw.3344.3.1|g.36332  ,nvec4486,S,2,-,-,-,N,-,107,-,-
jgi|Nemve1|15022|gw.667.5.1|m.34161 jgi|Nemve1|15022|gw.667.5.1|g.34161  ,nvec4487,_,2,-,-,-,N,-,187,-,-
jgi|Nemve1|150245|e_gw.3355.5.1|m.17021 jgi|Nemve1|150245|e_gw.3355.5.1|g.17021  ,nvec4488,_,2,-,-,-,N,-,121,-,-
jgi|Nemve1|150248|e_gw.3356.1.1|m.36342 jgi|Nemve1|150248|e_gw.3356.1.1|g.36342  ,nvec4489,_,2,-,-,-,N,-,107,-,-
jgi|Nemve1|150265|e_gw.3368.1.1|m.22413 jgi|Nemve1|150265|e_gw.3368.1.1|g.22413  ,nvec4490,_,2,-,-,-,N,-,209,-,-
jgi|Nemve1|150279|e_gw.3373.1.1|m.10045 jgi|Nemve1|150279|e_gw.3373.1.1|g.10045  ,nvec4491,_,1,-,-,-,N,-,558,-,-
jgi|Nemve1|15029|gw.181.17.1|m.30143 jgi|Nemve1|15029|gw.181.17.1|g.30143  ,nvec4492,_,2,-,-,-,N,-,272,-,-
jgi|Nemve1|150398|e_gw.3444.5.1|m.22429 jgi|Nemve1|150398|e_gw.3444.5.1|g.22429  ,nvec4493,_,5,-,-,-,N,-,127,-,-
jgi|Nemve1|150412|e_gw.3452.1.1|m.23172 jgi|Nemve1|150412|e_gw.3452.1.1|g.23172  ,nvec4494,S,2,-,-,-,N,-,130,-,-
jgi|Nemve1|150500|e_gw.3514.3.1|m.24097 jgi|Nemve1|150500|e_gw.3514.3.1|g.24097  ,nvec4495,_,5,-,-,-,N,-,119,-,-
jgi|Nemve1|150523|e_gw.3528.1.1|m.36894 jgi|Nemve1|150523|e_gw.3528.1.1|g.36894  ,nvec4496,_,3,-,-,-,N,-,181,-,-
jgi|Nemve1|150567|e_gw.3563.1.1|m.23367 jgi|Nemve1|150567|e_gw.3563.1.1|g.23367  ,nvec4497,S,1,-,-,-,N,-,240,-,-
jgi|Nemve1|150572|e_gw.3568.2.1|m.24767 jgi|Nemve1|150572|e_gw.3568.2.1|g.24767  ,nvec4498,_,3,-,-,-,N,-,313,-,-
jgi|Nemve1|150576|e_gw.3569.3.1|m.25560 jgi|Nemve1|150576|e_gw.3569.3.1|g.25560  ,nvec4499,_,3,-,-,-,N,-,127,-,-
jgi|Nemve1|150587|e_gw.3576.4.1|m.26350 jgi|Nemve1|150587|e_gw.3576.4.1|g.26350  ,nvec4500,_,1,-,-,-,N,-,252,-,-
jgi|Nemve1|150599|e_gw.3579.1.1|m.36078 jgi|Nemve1|150599|e_gw.3579.1.1|g.36078  ,nvec4501,S,2,-,-,-,N,-,217,-,-
jgi|Nemve1|150630|e_gw.3587.1.1|m.36895 jgi|Nemve1|150630|e_gw.3587.1.1|g.36895  ,nvec4502,_,4,-,-,-,N,-,265,-,-
jgi|Nemve1|150655|e_gw.3611.1.1|m.34597 jgi|Nemve1|150655|e_gw.3611.1.1|g.34597  ,nvec4503,_,2,-,-,-,N,-,121,-,-
jgi|Nemve1|150662|e_gw.3615.6.1|m.34681 jgi|Nemve1|150662|e_gw.3615.6.1|g.34681  ,nvec4504,_,4,-,-,-,N,-,101,-,-
jgi|Nemve1|150665|e_gw.3617.1.1|m.34152 jgi|Nemve1|150665|e_gw.3617.1.1|g.34152  ,nvec4505,_,1,-,-,-,N,-,418,-,-
jgi|Nemve1|150672|e_gw.3622.3.1|m.18154 jgi|Nemve1|150672|e_gw.3622.3.1|g.18154  ,nvec4506,_,2,-,-,-,N,-,381,-,-
jgi|Nemve1|15067|gw.1289.3.1|m.34223 jgi|Nemve1|15067|gw.1289.3.1|g.34223  ,nvec4507,_,2,-,-,-,N,-,164,-,-
jgi|Nemve1|150734|e_gw.3652.1.1|m.16367 jgi|Nemve1|150734|e_gw.3652.1.1|g.16367  ,nvec4508,_,2,-,-,-,N,-,318,-,-
jgi|Nemve1|150749|e_gw.3672.3.1|m.20603 jgi|Nemve1|150749|e_gw.3672.3.1|g.20603  ,nvec4509,S,5,-,-,-,N,-,406,-,-
jgi|Nemve1|150757|e_gw.3675.1.1|m.36263 jgi|Nemve1|150757|e_gw.3675.1.1|g.36263  ,nvec4510,S,1,-,-,-,N,-,149,-,-
jgi|Nemve1|150790|e_gw.3706.3.1|m.24370 jgi|Nemve1|150790|e_gw.3706.3.1|g.24370  ,nvec4511,_,2,-,-,-,N,-,209,-,-
jgi|Nemve1|150812|e_gw.3723.1.1|m.22453 jgi|Nemve1|150812|e_gw.3723.1.1|g.22453  ,nvec4512,_,1,-,-,-,N,-,202,-,-
jgi|Nemve1|150827|e_gw.3741.3.1|m.25552 jgi|Nemve1|150827|e_gw.3741.3.1|g.25552  ,nvec4513,M,2,-,-,-,Y,-,113,-,-
jgi|Nemve1|150834|e_gw.3748.1.1|m.26534 jgi|Nemve1|150834|e_gw.3748.1.1|g.26534  ,nvec4514,S,1,-,-,-,N,-,112,-,-
jgi|Nemve1|150838|e_gw.3750.1.1|m.20168 jgi|Nemve1|150838|e_gw.3750.1.1|g.20168  ,nvec4515,_,2,-,-,-,N,-,250,-,-
jgi|Nemve1|150915|e_gw.3775.1.1|m.36655 jgi|Nemve1|150915|e_gw.3775.1.1|g.36655  ,nvec4516,_,3,-,-,-,N,-,117,-,-
jgi|Nemve1|150916|e_gw.3776.4.1|m.19518 jgi|Nemve1|150916|e_gw.3776.4.1|g.19518  ,nvec4517,_,2,-,-,-,N,-,158,-,-
jgi|Nemve1|150925|e_gw.3786.2.1|m.23625 jgi|Nemve1|150925|e_gw.3786.2.1|g.23625  ,nvec4518,_,2,-,-,-,N,-,179,-,-
jgi|Nemve1|150935|e_gw.3793.3.1|m.36166 jgi|Nemve1|150935|e_gw.3793.3.1|g.36166  ,nvec4519,M,4,-,-,-,N,-,189,-,-
jgi|Nemve1|150957|e_gw.3805.1.1|m.26294 jgi|Nemve1|150957|e_gw.3805.1.1|g.26294  ,nvec4520,_,1,-,-,-,N,-,112,-,-
jgi|Nemve1|150958|e_gw.3808.2.1|m.15743 jgi|Nemve1|150958|e_gw.3808.2.1|g.15743  ,nvec4521,_,2,-,-,-,N,-,315,-,-
jgi|Nemve1|150996|e_gw.3821.2.1|m.26946 jgi|Nemve1|150996|e_gw.3821.2.1|g.26946  ,nvec4522,S,1,-,-,-,N,-,117,-,-
jgi|Nemve1|150|gw.1619.1.1|m.3688 jgi|Nemve1|150|gw.1619.1.1|g.3688  ,nvec4523,_,1,-,-,-,N,-,345,-,-
jgi|Nemve1|151007|e_gw.3829.1.1|m.36404 jgi|Nemve1|151007|e_gw.3829.1.1|g.36404  ,nvec4524,_,1,-,-,-,N,-,102,-,-
jgi|Nemve1|151009|e_gw.3837.1.1|m.20973 jgi|Nemve1|151009|e_gw.3837.1.1|g.20973  ,nvec4525,_,4,-,-,-,N,-,276,-,-
jgi|Nemve1|151016|e_gw.3837.5.1|m.20971 jgi|Nemve1|151016|e_gw.3837.5.1|g.20971  ,nvec4526,_,3,-,-,-,N,-,140,-,-
jgi|Nemve1|151041|e_gw.3852.3.1|m.36861 jgi|Nemve1|151041|e_gw.3852.3.1|g.36861  ,nvec4527,_,2,-,-,-,N,-,161,-,-
jgi|Nemve1|151047|e_gw.3856.9.1|m.36621 jgi|Nemve1|151047|e_gw.3856.9.1|g.36621  ,nvec4528,_,1,-,-,-,N,-,382,-,-
jgi|Nemve1|151048|e_gw.3856.4.1|m.36623 jgi|Nemve1|151048|e_gw.3856.4.1|g.36623  ,nvec4529,_,1,-,-,-,N,-,299,-,-
jgi|Nemve1|151082|e_gw.3888.1.1|m.23261 jgi|Nemve1|151082|e_gw.3888.1.1|g.23261  ,nvec4530,_,4,-,-,-,N,-,203,-,-
jgi|Nemve1|151083|e_gw.3888.7.1|m.23260 jgi|Nemve1|151083|e_gw.3888.7.1|g.23260  ,nvec4531,_,4,-,-,-,N,-,150,-,-
jgi|Nemve1|151095|e_gw.3914.1.1|m.23829 jgi|Nemve1|151095|e_gw.3914.1.1|g.23829  ,nvec4532,_,2,-,-,-,N,-,152,-,-
jgi|Nemve1|151102|e_gw.3952.1.1|m.22766 jgi|Nemve1|151102|e_gw.3952.1.1|g.22766  ,nvec4533,_,1,-,-,-,N,-,208,-,-
jgi|Nemve1|151104|e_gw.3955.3.1|m.15700 jgi|Nemve1|151104|e_gw.3955.3.1|g.15700  ,nvec4534,_,1,-,-,-,N,-,520,-,-
jgi|Nemve1|151129|e_gw.3961.1.1|m.21449 jgi|Nemve1|151129|e_gw.3961.1.1|g.21449  ,nvec4535,_,1,-,-,-,N,-,174,-,-
jgi|Nemve1|151150|e_gw.3978.1.1|m.36935 jgi|Nemve1|151150|e_gw.3978.1.1|g.36935  ,nvec4536,_,1,-,-,-,N,-,130,-,-
jgi|Nemve1|151152|e_gw.3980.15.1|m.36952 jgi|Nemve1|151152|e_gw.3980.15.1|g.36952  ,nvec4537,_,4,-,-,-,N,-,129,-,-
jgi|Nemve1|151172|e_gw.3986.1.1|m.23571 jgi|Nemve1|151172|e_gw.3986.1.1|g.23571  ,nvec4538,_,3,-,-,-,N,-,151,-,-
jgi|Nemve1|151177|e_gw.3987.1.1|m.20382 jgi|Nemve1|151177|e_gw.3987.1.1|g.20382  ,nvec4539,_,3,-,-,-,N,-,209,-,-
jgi|Nemve1|151183|e_gw.3997.2.1|m.23553 jgi|Nemve1|151183|e_gw.3997.2.1|g.23553  ,nvec4540,_,1,-,-,-,N,-,157,-,-
jgi|Nemve1|151187|e_gw.4003.1.1|m.26071 jgi|Nemve1|151187|e_gw.4003.1.1|g.26071  ,nvec4541,S,3,-,-,-,N,-,106,-,-
jgi|Nemve1|151209|e_gw.4011.2.1|m.23170 jgi|Nemve1|151209|e_gw.4011.2.1|g.23170  ,nvec4542,_,2,-,-,-,N,-,186,-,-
jgi|Nemve1|151232|e_gw.4020.1.1|m.24049 jgi|Nemve1|151232|e_gw.4020.1.1|g.24049  ,nvec4543,_,5,-,-,-,N,-,147,-,-
jgi|Nemve1|151236|e_gw.4031.5.1|m.25270 jgi|Nemve1|151236|e_gw.4031.5.1|g.25270  ,nvec4544,_,2,-,-,-,N,-,154,-,-
jgi|Nemve1|151278|e_gw.4044.1.1|m.23386 jgi|Nemve1|151278|e_gw.4044.1.1|g.23386  ,nvec4545,_,3,-,-,-,N,-,202,-,-
jgi|Nemve1|151338|e_gw.4078.2.1|m.23619 jgi|Nemve1|151338|e_gw.4078.2.1|g.23619  ,nvec4546,S,2,-,-,-,N,-,127,-,-
jgi|Nemve1|151359|e_gw.4096.1.1|m.38721 jgi|Nemve1|151359|e_gw.4096.1.1|g.38721  ,nvec4547,_,3,-,-,-,N,-,212,-,-
jgi|Nemve1|151378|e_gw.4106.3.1|m.25427 jgi|Nemve1|151378|e_gw.4106.3.1|g.25427  ,nvec4548,_,2,-,-,-,N,-,104,-,-
jgi|Nemve1|151411|e_gw.4119.3.1|m.16867 jgi|Nemve1|151411|e_gw.4119.3.1|g.16867  ,nvec4549,_,4,-,-,-,N,-,339,-,-
jgi|Nemve1|151419|e_gw.4133.1.1|m.36322 jgi|Nemve1|151419|e_gw.4133.1.1|g.36322  ,nvec4550,_,2,-,-,-,N,-,107,-,-
jgi|Nemve1|151434|e_gw.4153.5.1|m.24404 jgi|Nemve1|151434|e_gw.4153.5.1|g.24404  ,nvec4551,_,3,-,-,-,N,-,107,-,-
jgi|Nemve1|151444|e_gw.4175.2.1|m.22486 jgi|Nemve1|151444|e_gw.4175.2.1|g.22486  ,nvec4552,_,2,-,-,-,N,-,228,-,-
jgi|Nemve1|15144|gw.189.24.1|m.32503 jgi|Nemve1|15144|gw.189.24.1|g.32503  ,nvec4553,_,2,-,-,-,N,-,220,-,-
jgi|Nemve1|151470|e_gw.4190.1.1|m.24675 jgi|Nemve1|151470|e_gw.4190.1.1|g.24675  ,nvec4554,_,3,-,-,-,N,-,155,-,-
jgi|Nemve1|151477|e_gw.4196.2.1|m.26339 jgi|Nemve1|151477|e_gw.4196.2.1|g.26339  ,nvec4555,M,4,-,-,-,N,-,192,-,-
jgi|Nemve1|15147|gw.136.10.1|m.16596 jgi|Nemve1|15147|gw.136.10.1|g.16596  ,nvec4556,_,3,-,-,-,N,-,247,-,-
jgi|Nemve1|151523|e_gw.4217.2.1|m.24371 jgi|Nemve1|151523|e_gw.4217.2.1|g.24371  ,nvec4557,_,2,-,-,-,N,-,118,-,-
jgi|Nemve1|151543|e_gw.4229.2.1|m.23271 jgi|Nemve1|151543|e_gw.4229.2.1|g.23271  ,nvec4558,_,2,-,-,-,N,-,176,-,-
jgi|Nemve1|151545|e_gw.4231.1.1|m.24678 jgi|Nemve1|151545|e_gw.4231.1.1|g.24678  ,nvec4559,_,2,-,-,-,N,-,209,-,-
jgi|Nemve1|151547|e_gw.4231.2.1|m.24679 jgi|Nemve1|151547|e_gw.4231.2.1|g.24679  ,nvec4560,_,2,-,-,-,N,-,151,-,-
jgi|Nemve1|151550|e_gw.4232.1.1|m.36417 jgi|Nemve1|151550|e_gw.4232.1.1|g.36417  ,nvec4561,_,5,-,-,-,N,-,103,-,-
jgi|Nemve1|151552|e_gw.4233.1.1|m.26291 jgi|Nemve1|151552|e_gw.4233.1.1|g.26291  ,nvec4562,_,2,-,-,-,N,-,103,-,-
jgi|Nemve1|151555|e_gw.4243.1.1|m.24671 jgi|Nemve1|151555|e_gw.4243.1.1|g.24671  ,nvec4563,_,1,-,-,-,N,-,144,-,-
jgi|Nemve1|151585|e_gw.4263.1.1|m.16863 jgi|Nemve1|151585|e_gw.4263.1.1|g.16863  ,nvec4564,_,3,-,-,-,N,-,357,-,-
jgi|Nemve1|151654|e_gw.4331.9.1|m.26247 jgi|Nemve1|151654|e_gw.4331.9.1|g.26247  ,nvec4565,_,2,-,-,-,N,-,106,-,-
jgi|Nemve1|151668|e_gw.4337.2.1|m.25340 jgi|Nemve1|151668|e_gw.4337.2.1|g.25340  ,nvec4566,_,1,-,-,-,N,-,102,-,-
jgi|Nemve1|151670|e_gw.4338.3.1|m.24751 jgi|Nemve1|151670|e_gw.4338.3.1|g.24751  ,nvec4567,M,3,-,-,-,Y,-,119,-,-
jgi|Nemve1|151693|e_gw.4352.2.1|m.23221 jgi|Nemve1|151693|e_gw.4352.2.1|g.23221  ,nvec4568,_,1,-,-,-,N,-,305,-,-
jgi|Nemve1|151718|e_gw.4372.3.1|m.36669 jgi|Nemve1|151718|e_gw.4372.3.1|g.36669  ,nvec4569,M,5,-,-,-,N,-,135,-,-
jgi|Nemve1|151755|e_gw.4400.1.1|m.25514 jgi|Nemve1|151755|e_gw.4400.1.1|g.25514  ,nvec4570,_,5,-,-,-,N,-,104,-,-
jgi|Nemve1|151759|e_gw.4404.3.1|m.21330 jgi|Nemve1|151759|e_gw.4404.3.1|g.21330  ,nvec4571,_,1,-,-,-,N,-,279,-,-
jgi|Nemve1|151776|e_gw.4415.1.1|m.26816 jgi|Nemve1|151776|e_gw.4415.1.1|g.26816  ,nvec4572,_,3,-,-,-,N,-,99,-,-
jgi|Nemve1|151777|e_gw.4415.4.1|m.26817 jgi|Nemve1|151777|e_gw.4415.4.1|g.26817  ,nvec4573,_,1,-,-,-,N,-,200,-,-
jgi|Nemve1|151798|e_gw.4417.1.1|m.25452 jgi|Nemve1|151798|e_gw.4417.1.1|g.25452  ,nvec4574,_,2,-,-,-,N,-,136,-,-
jgi|Nemve1|151858|e_gw.4448.2.1|m.26966 jgi|Nemve1|151858|e_gw.4448.2.1|g.26966  ,nvec4575,S,5,-,-,-,N,-,124,-,-
jgi|Nemve1|151891|e_gw.4476.3.1|m.24653 jgi|Nemve1|151891|e_gw.4476.3.1|g.24653  ,nvec4576,_,4,-,-,-,N,-,186,-,-
jgi|Nemve1|15189|gw.84.28.1|m.8586 jgi|Nemve1|15189|gw.84.28.1|g.8586  ,nvec4577,_,4,-,-,-,N,-,162,-,-
jgi|Nemve1|151902|e_gw.4486.1.1|m.22485 jgi|Nemve1|151902|e_gw.4486.1.1|g.22485  ,nvec4578,_,1,-,-,-,N,-,175,-,-
jgi|Nemve1|151912|e_gw.4491.1.1|m.36043 jgi|Nemve1|151912|e_gw.4491.1.1|g.36043  ,nvec4579,_,2,-,-,-,N,-,660,-,-
jgi|Nemve1|151927|e_gw.4498.4.1|m.23076 jgi|Nemve1|151927|e_gw.4498.4.1|g.23076  ,nvec4580,_,5,-,-,-,N,-,151,-,-
jgi|Nemve1|151935|e_gw.4506.3.1|m.26044 jgi|Nemve1|151935|e_gw.4506.3.1|g.26044  ,nvec4581,_,2,-,-,-,N,-,208,-,-
jgi|Nemve1|151947|e_gw.4515.2.1|m.21201 jgi|Nemve1|151947|e_gw.4515.2.1|g.21201  ,nvec4582,_,1,-,-,-,N,-,272,-,-
jgi|Nemve1|151952|e_gw.4521.1.1|m.25262 jgi|Nemve1|151952|e_gw.4521.1.1|g.25262  ,nvec4583,_,2,-,-,-,N,-,123,-,-
jgi|Nemve1|151981|e_gw.4548.2.1|m.36698 jgi|Nemve1|151981|e_gw.4548.2.1|g.36698  ,nvec4584,_,2,-,-,-,N,-,175,-,-
jgi|Nemve1|1519|gw.2165.1.1|m.16369 jgi|Nemve1|1519|gw.2165.1.1|g.16369  ,nvec4585,_,4,-,-,-,N,-,248,-,-
jgi|Nemve1|152010|e_gw.4567.1.1|m.24032 jgi|Nemve1|152010|e_gw.4567.1.1|g.24032  ,nvec4586,S,3,-,-,-,N,-,188,-,-
jgi|Nemve1|152013|e_gw.4568.2.1|m.36994 jgi|Nemve1|152013|e_gw.4568.2.1|g.36994  ,nvec4587,S,4,-,-,-,N,-,125,-,-
jgi|Nemve1|152025|e_gw.4584.5.1|m.25274 jgi|Nemve1|152025|e_gw.4584.5.1|g.25274  ,nvec4588,_,2,-,-,-,N,-,270,-,-
jgi|Nemve1|152038|e_gw.4599.1.1|m.25118 jgi|Nemve1|152038|e_gw.4599.1.1|g.25118  ,nvec4589,_,2,-,-,-,N,-,109,-,-
jgi|Nemve1|152068|e_gw.4627.8.1|m.21000 jgi|Nemve1|152068|e_gw.4627.8.1|g.21000  ,nvec4590,_,3,-,-,-,N,-,180,-,-
jgi|Nemve1|15207|gw.212.33.1|m.29306 jgi|Nemve1|15207|gw.212.33.1|g.29306  ,nvec4591,M,5,-,-,-,N,-,236,-,-
jgi|Nemve1|152081|e_gw.4635.1.1|m.25538 jgi|Nemve1|152081|e_gw.4635.1.1|g.25538  ,nvec4592,_,3,-,-,-,N,-,129,-,-
jgi|Nemve1|152104|e_gw.4660.1.1|m.36385 jgi|Nemve1|152104|e_gw.4660.1.1|g.36385  ,nvec4593,_,1,-,-,-,N,-,113,-,-
