transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1370|m.1708,ifas2470,_ , 4, -, -, -,  N,-,186,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13701|m.12198,ifas2471,_ , 2, -, -, -,  N,-,140,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13702|m.12199,ifas2472,_ , 2, -, -, -,  N,-,578,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13703|m.12204,ifas2473,_ , 3, -, -, -,  N,-,272,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13707|m.12205,ifas2474,_ , 1, -, -, -,  N,-,153,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13709|m.12206,ifas2475,_ , 2, -, -, -,  N,-,195,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1371|m.1709,ifas2476,M , 5, -, -, -,  N,-,518,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13711|m.12207,ifas2477,_ , 1, -, -, -,  N,-,142,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13712|m.12208,ifas2478,_ , 2, -, -, -,  N,-,176,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13714|m.12209,ifas2479,M , 5, -, -, -,  N,-,140,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13716|m.12210,ifas2480,_ , 4, -, -, -,  N,-,111,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13719|m.12211,ifas2481,S , 4, -, -, -,  N,-,173,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1372|m.1710,ifas2482,_ , 3, hsap2289, mmus1291, -,  Y,MCAT,131,Mcat,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13721|m.12212,ifas2483,M , 4, -, -, -,  N,-,253,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13723|m.12213,ifas2484,_ , 5, -, -, -,  N,-,107,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13725|m.12215,ifas2485,M , 3, -, -, -,  Y,-,762,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13726|m.12216,ifas2486,S , 1, -, -, -,  N,-,223,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13728|m.12217,ifas2487,_ , 1, -, -, -,  N,-,111,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13729|m.12218,ifas2488,_ , 1, -, -, -,  N,-,181,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1373|m.1711,ifas2489,_ , 1, -, -, -,  N,-,163,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13731|m.12219,ifas2490,S , 5, -, -, -,  N,-,105,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13732|m.12220,ifas2491,_ , 2, -, -, -,  N,-,204,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13733|m.12222,ifas2492,_ , 1, -, -, -,  N,-,392,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13734|m.12223,ifas2493,_ , 5, -, -, -,  N,-,181,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13735|m.12224,ifas2494,M , 4, -, -, -,  N,-,242,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13739|m.12225,ifas2495,M , 1, -, -, -,  Y,-,115,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13740|m.12226,ifas2496,M , 5, -, -, -,  N,-,202,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13744|m.12229,ifas2497,S , 2, -, -, -,  N,-,168,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13745|m.12230,ifas2498,_ , 2, -, -, -,  N,-,139,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13747|m.12231,ifas2499,S , 1, -, -, -,  N,-,110,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13749|m.12232,ifas2500,_ , 3, -, -, scer71,  Y,-,182,-,EHT1
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13749|m.12233,ifas2501,_ , 3, -, -, -,  N,-,169,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13750|m.12234,ifas2502,_ , 2, -, -, -,  N,-,183,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13752|m.12235,ifas2503,_ , 1, -, -, -,  N,-,220,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13755|m.12236,ifas2504,_ , 1, -, -, -,  N,-,163,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13756|m.12237,ifas2505,_ , 2, -, -, -,  N,-,103,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13757|m.12238,ifas2506,_ , 2, -, -, -,  N,-,108,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1376|m.1712,ifas2507,_ , 2, hsap1624, mmus1116, -,  Y,SPTLC2,442,Sptlc2,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13762|m.12243,ifas2508,_ , 2, -, -, -,  N,-,139,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13764|m.12244,ifas2509,M , 5, -, -, -,  N,-,178,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13765|m.12245,ifas2510,_ , 1, -, -, -,  N,-,130,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13765|m.12246,ifas2511,_ , 4, -, -, -,  N,-,129,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13768|m.12247,ifas2512,_ , 1, -, -, scer216,  Y,-,164,-,CFT1
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1377|m.1713,ifas2513,_ , 2, -, -, -,  N,-,651,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13770|m.12248,ifas2514,_ , 3, -, -, -,  N,-,158,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13772|m.12249,ifas2515,_ , 4, -, -, -,  N,-,190,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13773|m.12250,ifas2516,S , 1, hsap704, mmus1434, -,  Y,SLC25A46,163,Slc25a46,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13775|m.12251,ifas2517,_ , 1, -, -, -,  N,-,270,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1378|m.1714,ifas2518,M , 4, -, -, -,  N,-,791,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13780|m.12252,ifas2519,_ , 2, -, -, -,  N,-,298,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13780|m.12253,ifas2520,_ , 1, -, -, -,  N,-,175,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13785|m.12256,ifas2521,S , 3, -, -, -,  N,-,136,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13786|m.12257,ifas2522,_ , 1, -, -, -,  N,-,154,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13788|m.12258,ifas2523,_ , 2, -, -, -,  N,-,205,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13788|m.12259,ifas2524,_ , 2, -, -, -,  N,-,110,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1379|m.1716,ifas2525,_ , 3, -, -, -,  N,-,694,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13790|m.12260,ifas2526,_ , 1, -, -, -,  N,-,265,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13793|m.12262,ifas2527,_ , 3, -, -, -,  N,-,148,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13794|m.12263,ifas2528,_ , 2, hsap427, mmus758, -,  Y,CMC1,114,Cmc1,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13798|m.12264,ifas2529,_ , 2, -, -, scer473,  Y,-,497,-,ATG7
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_138|m.204,ifas2530,_ , 2, -, -, scer929,  Y,-,607,-,PSK2
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1380|m.1718,ifas2531,_ , 3, -, -, -,  N,-,179,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13800|m.12267,ifas2532,_ , 1, hsap1117, mmus142, scer898,  Y,DNLZ,190,Dnlz,ZIM17
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13802|m.12268,ifas2533,_ , 2, -, -, -,  N,-,448,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13803|m.12269,ifas2534,_ , 3, -, -, -,  N,-,213,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13804|m.12270,ifas2535,M , 4, hsap1558, mmus458, -,  Y,GATC,165,Gatc,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13805|m.12272,ifas2536,_ , 2, -, -, -,  N,-,143,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13805|m.12271,ifas2537,S , 3, -, -, -,  N,-,265,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13808|m.12273,ifas2538,_ , 3, -, -, -,  N,-,124,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13809|m.12274,ifas2539,_ , 4, -, -, -,  N,-,151,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13810|m.12275,ifas2540,_ , 1, -, -, -,  N,-,385,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13813|m.12276,ifas2541,M , 2, -, -, -,  Y,-,113,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13815|m.12277,ifas2542,_ , 2, -, -, -,  N,-,116,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13818|m.12278,ifas2543,_ , 5, -, -, -,  N,-,168,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1382|m.1719,ifas2544,_ , 1, -, -, -,  N,-,658,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13821|m.12279,ifas2545,_ , 3, -, -, -,  N,-,126,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13826|m.12280,ifas2546,_ , 2, -, -, -,  N,-,110,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13827|m.12281,ifas2547,_ , 2, -, -, -,  N,-,99,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13829|m.12282,ifas2548,_ , 2, -, -, -,  N,-,171,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1383|m.1721,ifas2549,_ , 2, -, -, -,  N,-,279,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13830|m.12283,ifas2550,_ , 2, -, -, -,  N,-,135,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13831|m.12284,ifas2551,_ , 2, -, -, -,  N,-,100,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13834|m.12285,ifas2552,M , 1, hsap32, mmus338, scer663,  Y,OMA1,388,Oma1,OMA1
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13835|m.12286,ifas2553,_ , 1, -, -, -,  N,-,192,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13836|m.12287,ifas2554,_ , 4, -, -, -,  N,-,494,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1384|m.1722,ifas2555,S , 1, -, -, -,  N,-,496,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1384|m.1723,ifas2556,_ , 1, -, -, -,  N,-,250,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1384|m.1724,ifas2557,S , 1, -, -, -,  N,-,129,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13841|m.12290,ifas2558,_ , 4, -, -, -,  N,-,171,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13842|m.12291,ifas2559,_ , 4, -, -, -,  N,-,145,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13843|m.12292,ifas2560,S , 3, -, -, -,  N,-,174,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13848|m.12293,ifas2561,_ , 2, -, -, -,  N,-,237,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1385|m.1725,ifas2562,_ , 1, -, -, -,  N,-,317,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13855|m.12294,ifas2563,_ , 4, -, -, -,  N,-,150,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13859|m.12295,ifas2564,_ , 1, -, -, -,  N,-,168,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1386|m.1728,ifas2565,_ , 5, hsap1409, mmus785, scer857,  Y,DLAT,501,Dlat,LAT1
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1386|m.1729,ifas2566,_ , 2, -, -, -,  N,-,437,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13860|m.12296,ifas2567,_ , 3, -, -, -,  N,-,129,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13862|m.12298,ifas2568,_ , 1, -, -, -,  N,-,186,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13863|m.12299,ifas2569,_ , 3, -, -, -,  N,-,234,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13864|m.12300,ifas2570,_ , 2, -, -, -,  N,-,159,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13865|m.12301,ifas2571,_ , 2, -, -, -,  N,-,298,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13866|m.12302,ifas2572,_ , 5, -, -, -,  N,-,146,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13868|m.12303,ifas2573,S , 1, -, -, -,  N,-,120,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13869|m.12304,ifas2574,_ , 3, -, -, -,  N,-,124,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1387|m.1732,ifas2575,_ , 3, -, -, -,  N,-,405,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13870|m.12305,ifas2576,M , 4, -, -, -,  N,-,220,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13874|m.12307,ifas2577,_ , 4, -, -, -,  N,-,106,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13877|m.12308,ifas2578,_ , 2, -, -, -,  N,-,138,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13878|m.12309,ifas2579,_ , 2, -, -, -,  N,-,116,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13879|m.12310,ifas2580,_ , 2, -, -, -,  N,-,154,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1388|m.1733,ifas2581,_ , 1, -, -, -,  N,-,324,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13882|m.12312,ifas2582,_ , 2, -, -, -,  N,-,289,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13885|m.12313,ifas2583,_ , 1, -, -, -,  N,-,243,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13889|m.12314,ifas2584,_ , 1, -, -, -,  N,-,187,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1389|m.1734,ifas2585,_ , 1, -, -, -,  N,-,351,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13891|m.12315,ifas2586,_ , 2, -, -, -,  N,-,506,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13893|m.12318,ifas2587,_ , 1, -, -, -,  N,-,243,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13893|m.12319,ifas2588,_ , 2, -, -, -,  N,-,174,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13895|m.12320,ifas2589,_ , 3, -, -, -,  N,-,116,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13897|m.12321,ifas2590,_ , 3, -, -, -,  N,-,113,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1390|m.1735,ifas2591,_ , 2, -, -, -,  N,-,238,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13901|m.12322,ifas2592,S , 3, -, -, -,  N,-,103,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13903|m.12323,ifas2593,_ , 1, -, -, -,  N,-,163,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13906|m.12324,ifas2594,_ , 5, -, -, -,  N,-,102,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1391|m.1736,ifas2595,_ , 4, -, -, -,  N,-,194,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13910|m.12328,ifas2596,_ , 2, -, -, -,  N,-,134,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13912|m.12329,ifas2597,_ , 4, -, -, -,  N,-,111,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13914|m.12330,ifas2598,S , 4, -, -, -,  N,-,249,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13915|m.12331,ifas2599,_ , 2, -, -, -,  N,-,233,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13915|m.12332,ifas2600,_ , 4, -, -, -,  N,-,210,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13917|m.12333,ifas2601,_ , 2, hsap365, mmus163, -,  Y,METTL5,237,Mettl5,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13918|m.12334,ifas2602,_ , 3, -, -, -,  N,-,106,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1392|m.1739,ifas2603,S , 3, -, -, -,  N,-,237,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1392|m.1737,ifas2604,_ , 4, -, -, -,  N,-,500,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1392|m.1738,ifas2605,M , 5, -, -, -,  N,-,244,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13922|m.12335,ifas2606,_ , 4, -, -, -,  N,-,100,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13923|m.12336,ifas2607,_ , 5, -, -, -,  N,-,332,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1393|m.1740,ifas2608,_ , 2, -, -, -,  N,-,220,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13931|m.12337,ifas2609,_ , 2, -, -, -,  N,-,149,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13938|m.12338,ifas2610,S , 2, -, -, -,  N,-,211,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13942|m.12339,ifas2611,M , 5, -, -, -,  N,-,120,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13944|m.12340,ifas2612,M , 4, -, -, -,  N,-,139,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13946|m.12341,ifas2613,_ , 2, -, -, -,  N,-,100,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13947|m.12342,ifas2614,_ , 3, -, -, -,  N,-,156,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13950|m.12343,ifas2615,_ , 1, -, -, -,  N,-,226,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13953|m.12344,ifas2616,_ , 1, -, -, -,  N,-,338,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13956|m.12345,ifas2617,S , 1, -, -, -,  N,-,135,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13957|m.12346,ifas2618,_ , 4, -, -, -,  N,-,113,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1396|m.1742,ifas2619,_ , 2, -, -, -,  N,-,484,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13961|m.12347,ifas2620,_ , 1, -, -, -,  N,-,128,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13962|m.12348,ifas2621,_ , 5, -, -, -,  N,-,103,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13965|m.12349,ifas2622,_ , 3, -, -, -,  N,-,127,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13969|m.12351,ifas2623,_ , 4, -, -, -,  N,-,179,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13970|m.12352,ifas2624,_ , 2, -, -, -,  N,-,178,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13971|m.12353,ifas2625,_ , 2, -, -, -,  N,-,287,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13976|m.12355,ifas2626,S , 3, -, -, -,  N,-,101,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13978|m.12356,ifas2627,_ , 2, -, -, -,  N,-,178,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1398|m.1743,ifas2628,_ , 2, -, -, -,  N,-,205,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13982|m.12357,ifas2629,_ , 5, -, -, -,  N,-,185,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13983|m.12358,ifas2630,M , 5, -, -, -,  N,-,153,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13987|m.12359,ifas2631,M , 5, -, -, -,  N,-,168,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13988|m.12360,ifas2632,S , 5, hsap496, mmus824, -,  Y,EXOG,102,Exog,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1399|m.1744,ifas2633,_ , 4, hsap1669, mmus1113, -,  Y,ALDH6A1,403,Aldh6a1,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13991|m.12361,ifas2634,M , 5, -, -, -,  N,-,106,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13992|m.12362,ifas2635,_ , 4, -, -, -,  N,-,162,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13995|m.12363,ifas2636,_ , 4, -, -, -,  N,-,132,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13997|m.12364,ifas2637,_ , 3, -, mmus303, -,  Y,-,203,Eri3,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_13999|m.12366,ifas2638,_ , 4, -, -, -,  N,-,175,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_14|m.22,ifas2639,_ , 2, -, -, -,  N,-,167,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_14|m.21,ifas2640,_ , 1, -, -, -,  N,-,249,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_14|m.20,ifas2641,_ , 3, -, -, -,  N,-,641,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_140|m.207,ifas2642,_ , 2, -, -, -,  N,-,337,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_140|m.208,ifas2643,_ , 1, -, -, -,  N,-,315,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_1400|m.1745,ifas2644,_ , 2, -, -, -,  N,-,711,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_14001|m.12367,ifas2645,_ , 4, -, -, -,  N,-,111,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_14002|m.12368,ifas2646,_ , 1, -, -, -,  N,-,112,-,-
SpoCenti1_CGATGT_L001_R1_001_(paired)_trimmed_(paired)_contig_14004|m.12369,ifas2647,_ , 2, -, -, -,  N,-,124,-,-
