transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp19787_c0_seq4|m.25087,avas12123,_ , 1, -, -, -,  N,-,253,-,-
comp19787_c0_seq5|m.25088,avas12124,_ , 3, -, -, -,  N,-,264,-,-
comp19787_c0_seq6|m.25089,avas12125,_ , 1, -, -, -,  N,-,253,-,-
comp19788_c0_seq1|m.25090,avas12126,_ , 1, -, -, -,  N,-,513,-,-
comp19789_c0_seq1|m.25092,avas12127,_ , 2, -, -, -,  N,-,115,-,-
comp19789_c0_seq1|m.25091,avas12128,_ , 2, -, -, -,  N,-,805,-,-
comp1978_c0_seq1|m.625,avas12129,S , 3, -, -, -,  N,-,113,-,-
comp1978_c1_seq1|m.626,avas12130,_ , 2, -, -, -,  N,-,123,-,-
comp19790_c0_seq1|m.25093,avas12131,_ , 2, -, -, -,  N,-,426,-,-
comp19790_c1_seq1|m.25094,avas12132,_ , 1, -, -, -,  N,-,409,-,-
comp19791_c0_seq1|m.25095,avas12133,S , 1, hsap158, mmus273, -,  Y,ACP6,421,Acp6,-
comp19791_c1_seq1|m.25096,avas12134,S , 1, -, -, -,  N,-,421,-,-
comp19792_c0_seq1|m.25097,avas12135,_ , 2, -, -, -,  N,-,766,-,-
comp19792_c0_seq2|m.25099,avas12136,_ , 2, -, -, -,  N,-,784,-,-
comp19793_c0_seq1|m.25101,avas12137,_ , 2, -, -, -,  N,-,710,-,-
comp19794_c0_seq1|m.25102,avas12138,_ , 1, -, -, -,  N,-,575,-,-
comp19797_c0_seq1|m.25103,avas12139,_ , 2, -, -, -,  N,-,277,-,-
comp19797_c1_seq1|m.25104,avas12140,_ , 2, -, -, -,  N,-,277,-,-
comp19798_c0_seq1|m.25105,avas12141,_ , 3, -, -, -,  N,-,602,-,-
comp19800_c0_seq5|m.25107,avas12142,_ , 1, -, -, -,  N,-,581,-,-
comp19800_c1_seq2|m.25109,avas12143,_ , 3, -, -, -,  N,-,584,-,-
comp19801_c0_seq1|m.25112,avas12144,_ , 3, -, -, -,  N,-,151,-,-
comp19802_c0_seq1|m.25113,avas12145,_ , 1, -, -, -,  N,-,544,-,-
comp19803_c0_seq1|m.25115,avas12146,M , 5, -, -, -,  N,-,775,-,-
comp19803_c0_seq2|m.25117,avas12147,M , 5, -, -, -,  N,-,775,-,-
comp19804_c0_seq1|m.25119,avas12148,_ , 1, -, -, -,  N,-,988,-,-
comp19804_c0_seq2|m.25122,avas12149,_ , 1, -, -, -,  N,-,1002,-,-
comp19805_c0_seq1|m.25125,avas12150,S , 3, -, -, -,  N,-,1251,-,-
comp19806_c0_seq1|m.25128,avas12151,_ , 1, -, -, -,  N,-,493,-,-
comp19806_c0_seq2|m.25129,avas12152,_ , 1, -, -, -,  N,-,493,-,-
comp19806_c0_seq3|m.25130,avas12153,_ , 1, -, -, -,  N,-,493,-,-
comp19806_c0_seq4|m.25131,avas12154,_ , 1, -, -, -,  N,-,493,-,-
comp19807_c1_seq2|m.25132,avas12155,_ , 3, -, -, -,  N,-,164,-,-
comp19808_c1_seq1|m.25133,avas12156,_ , 2, -, -, -,  N,-,374,-,-
comp19808_c1_seq2|m.25135,avas12157,_ , 3, -, -, -,  N,-,188,-,-
comp19808_c2_seq1|m.25136,avas12158,_ , 1, -, -, -,  N,-,172,-,-
comp19809_c0_seq1|m.25137,avas12159,_ , 1, -, -, -,  N,-,103,-,-
comp19809_c1_seq1|m.25138,avas12160,_ , 1, -, -, -,  N,-,182,-,-
comp19810_c0_seq1|m.25139,avas12161,_ , 1, -, -, -,  N,-,1256,-,-
comp19811_c0_seq1|m.25142,avas12162,_ , 1, -, -, -,  N,-,268,-,-
comp19812_c0_seq1|m.25143,avas12163,_ , 3, -, -, -,  N,-,298,-,-
comp19812_c0_seq2|m.25144,avas12164,_ , 3, -, -, -,  N,-,298,-,-
comp19813_c0_seq1|m.25145,avas12165,_ , 4, -, -, -,  N,-,146,-,-
comp19813_c0_seq2|m.25146,avas12166,_ , 2, -, -, -,  N,-,1162,-,-
comp19814_c0_seq1|m.25147,avas12167,S , 2, -, -, -,  N,-,535,-,-
comp19814_c1_seq1|m.25148,avas12168,_ , 3, -, -, -,  N,-,429,-,-
comp19815_c0_seq1|m.25150,avas12169,M , 5, -, -, -,  N,-,294,-,-
comp19815_c0_seq2|m.25152,avas12170,_ , 4, -, -, -,  N,-,182,-,-
comp19815_c0_seq3|m.25153,avas12171,_ , 4, -, -, -,  N,-,1012,-,-
comp19817_c0_seq1|m.25156,avas12172,_ , 3, -, -, -,  N,-,719,-,-
comp19817_c0_seq10|m.25190,avas12173,_ , 3, -, -, -,  N,-,138,-,-
comp19817_c0_seq10|m.25189,avas12174,_ , 5, -, -, -,  N,-,599,-,-
comp19817_c0_seq2|m.25159,avas12175,_ , 5, -, -, -,  N,-,599,-,-
comp19817_c0_seq2|m.25160,avas12176,_ , 2, -, -, -,  N,-,214,-,-
comp19817_c0_seq3|m.25163,avas12177,_ , 5, -, -, -,  N,-,599,-,-
comp19817_c0_seq3|m.25164,avas12178,_ , 5, -, -, -,  N,-,411,-,-
comp19817_c0_seq4|m.25169,avas12179,_ , 1, -, -, -,  N,-,396,-,-
comp19817_c0_seq4|m.25168,avas12180,_ , 5, -, -, -,  N,-,599,-,-
comp19817_c0_seq4|m.25167,avas12181,_ , 3, -, -, -,  N,-,1017,-,-
comp19817_c0_seq5|m.25172,avas12182,_ , 2, -, -, -,  N,-,853,-,-
comp19817_c0_seq6|m.25175,avas12183,_ , 2, -, -, -,  N,-,795,-,-
comp19817_c0_seq7|m.25178,avas12184,_ , 5, -, -, -,  N,-,992,-,-
comp19817_c0_seq8|m.25182,avas12185,_ , 2, -, -, -,  N,-,272,-,-
comp19817_c0_seq8|m.25181,avas12186,_ , 5, -, -, -,  N,-,599,-,-
comp19817_c0_seq9|m.25185,avas12187,_ , 3, -, -, -,  N,-,1017,-,-
comp19817_c0_seq9|m.25186,avas12188,_ , 1, -, -, -,  N,-,977,-,-
comp19818_c0_seq1|m.25193,avas12189,_ , 4, -, -, -,  N,-,327,-,-
comp19818_c0_seq2|m.25194,avas12190,_ , 3, -, -, -,  N,-,315,-,-
comp19819_c0_seq1|m.25195,avas12191,_ , 1, -, -, -,  N,-,1148,-,-
comp19819_c0_seq2|m.25196,avas12192,_ , 1, -, -, -,  N,-,1147,-,-
comp19820_c0_seq1|m.25197,avas12193,_ , 5, -, -, -,  N,-,455,-,-
comp19820_c0_seq2|m.25199,avas12194,_ , 2, -, -, -,  N,-,1081,-,-
comp19821_c0_seq1|m.25202,avas12195,_ , 1, -, -, -,  N,-,261,-,-
comp19821_c0_seq2|m.25203,avas12196,_ , 1, -, -, -,  N,-,172,-,-
comp19821_c0_seq4|m.25205,avas12197,_ , 1, -, -, -,  N,-,172,-,-
comp19821_c0_seq4|m.25204,avas12198,_ , 1, -, -, -,  N,-,208,-,-
comp19821_c0_seq5|m.25206,avas12199,_ , 1, -, -, -,  N,-,373,-,-
comp19822_c0_seq1|m.25207,avas12200,_ , 1, -, -, -,  N,-,1111,-,-
comp19822_c0_seq2|m.25208,avas12201,_ , 2, -, -, -,  N,-,1123,-,-
comp19823_c0_seq1|m.25209,avas12202,_ , 3, -, -, -,  N,-,801,-,-
comp19824_c0_seq1|m.25210,avas12203,_ , 2, -, -, -,  N,-,222,-,-
comp19824_c0_seq3|m.25211,avas12204,_ , 2, -, -, -,  N,-,207,-,-
comp19824_c0_seq4|m.25212,avas12205,_ , 1, -, -, -,  N,-,205,-,-
comp19824_c0_seq5|m.25213,avas12206,_ , 1, -, -, -,  N,-,125,-,-
comp19825_c0_seq1|m.25214,avas12207,_ , 3, -, -, -,  N,-,1169,-,-
comp19825_c0_seq2|m.25215,avas12208,_ , 3, -, -, -,  N,-,1086,-,-
comp19825_c0_seq3|m.25216,avas12209,_ , 3, -, -, -,  N,-,707,-,-
comp19825_c0_seq3|m.25217,avas12210,_ , 3, -, -, -,  N,-,335,-,-
comp19825_c0_seq4|m.25219,avas12211,_ , 3, -, -, -,  N,-,335,-,-
comp19825_c0_seq4|m.25218,avas12212,_ , 3, -, -, -,  N,-,790,-,-
comp19826_c0_seq1|m.25220,avas12213,_ , 4, -, -, -,  N,-,1091,-,-
comp19826_c0_seq2|m.25226,avas12214,_ , 4, -, -, -,  N,-,1091,-,-
comp19827_c0_seq11|m.25250,avas12215,_ , 2, -, -, -,  N,-,112,-,-
comp19827_c0_seq11|m.25248,avas12216,_ , 1, -, -, -,  N,-,165,-,-
comp19827_c0_seq11|m.25251,avas12217,_ , 2, -, -, -,  N,-,111,-,-
comp19827_c0_seq13|m.25252,avas12218,_ , 2, -, -, -,  N,-,161,-,-
comp19827_c0_seq14|m.25253,avas12219,_ , 2, -, -, -,  N,-,361,-,-
comp19827_c0_seq15|m.25255,avas12220,_ , 1, -, -, -,  N,-,239,-,-
comp19827_c0_seq16|m.25256,avas12221,_ , 2, -, -, -,  N,-,107,-,-
comp19827_c0_seq17|m.25257,avas12222,_ , 1, -, -, -,  N,-,259,-,-
comp19827_c0_seq18|m.25259,avas12223,_ , 1, -, -, -,  N,-,326,-,-
comp19827_c0_seq19|m.25261,avas12224,_ , 1, -, -, -,  N,-,201,-,-
comp19827_c0_seq19|m.25262,avas12225,_ , 1, -, -, -,  N,-,153,-,-
comp19827_c0_seq20|m.25265,avas12226,_ , 4, -, -, -,  N,-,283,-,-
comp19827_c0_seq21|m.25267,avas12227,_ , 1, -, -, -,  N,-,528,-,-
comp19827_c0_seq22|m.25270,avas12228,_ , 1, -, -, -,  N,-,201,-,-
comp19827_c0_seq23|m.25274,avas12229,_ , 2, -, -, -,  N,-,112,-,-
comp19827_c0_seq23|m.25272,avas12230,_ , 1, -, -, -,  N,-,232,-,-
comp19827_c0_seq24|m.25276,avas12231,_ , 2, -, -, -,  N,-,161,-,-
comp19827_c0_seq24|m.25275,avas12232,_ , 1, -, -, -,  N,-,344,-,-
comp19827_c0_seq25|m.25279,avas12233,_ , 4, -, -, -,  N,-,224,-,-
comp19827_c0_seq26|m.25282,avas12234,_ , 2, -, -, -,  N,-,161,-,-
comp19827_c0_seq26|m.25281,avas12235,_ , 2, -, -, -,  N,-,272,-,-
comp19827_c0_seq27|m.25284,avas12236,_ , 4, -, -, -,  N,-,408,-,-
comp19827_c0_seq28|m.25288,avas12237,_ , 2, -, -, -,  N,-,111,-,-
comp19827_c0_seq28|m.25287,avas12238,_ , 2, -, -, -,  N,-,112,-,-
comp19827_c0_seq28|m.25289,avas12239,_ , 2, -, -, -,  N,-,107,-,-
comp19827_c0_seq29|m.25290,avas12240,_ , 2, -, -, -,  N,-,107,-,-
comp19827_c0_seq3|m.25232,avas12241,_ , 1, -, -, -,  N,-,403,-,-
comp19827_c0_seq30|m.25291,avas12242,_ , 1, -, -, -,  N,-,461,-,-
comp19827_c0_seq31|m.25296,avas12243,_ , 1, -, -, -,  N,-,142,-,-
comp19827_c0_seq31|m.25294,avas12244,_ , 2, -, -, -,  N,-,161,-,-
comp19827_c0_seq31|m.25295,avas12245,_ , 1, -, -, -,  N,-,153,-,-
comp19827_c0_seq32|m.25301,avas12246,_ , 2, -, -, -,  N,-,111,-,-
comp19827_c0_seq32|m.25299,avas12247,_ , 1, -, -, -,  N,-,142,-,-
comp19827_c0_seq33|m.25302,avas12248,_ , 1, -, -, -,  N,-,172,-,-
comp19827_c0_seq35|m.25303,avas12249,_ , 2, -, -, -,  N,-,272,-,-
comp19827_c0_seq35|m.25305,avas12250,_ , 2, -, -, -,  N,-,107,-,-
comp19827_c0_seq36|m.25308,avas12251,_ , 2, -, -, -,  N,-,111,-,-
comp19827_c0_seq36|m.25306,avas12252,_ , 1, -, -, -,  N,-,142,-,-
comp19827_c0_seq38|m.25310,avas12253,_ , 1, -, -, -,  N,-,153,-,-
comp19827_c0_seq38|m.25309,avas12254,_ , 1, -, -, -,  N,-,259,-,-
comp19827_c0_seq39|m.25313,avas12255,_ , 1, -, -, -,  N,-,232,-,-
comp19827_c0_seq39|m.25314,avas12256,_ , 1, -, -, -,  N,-,153,-,-
comp19827_c0_seq39|m.25316,avas12257,_ , 2, -, -, -,  N,-,112,-,-
comp19827_c0_seq4|m.25235,avas12258,_ , 1, -, -, -,  N,-,165,-,-
comp19827_c0_seq40|m.25318,avas12259,_ , 2, -, -, -,  N,-,302,-,-
comp19827_c0_seq41|m.25321,avas12260,_ , 4, -, -, -,  N,-,194,-,-
comp19827_c0_seq41|m.25320,avas12261,_ , 1, -, -, -,  N,-,232,-,-
comp19827_c0_seq42|m.25323,avas12262,_ , 4, -, -, -,  N,-,341,-,-
comp19827_c0_seq43|m.25325,avas12263,_ , 1, -, -, -,  N,-,232,-,-
comp19827_c0_seq44|m.25326,avas12264,_ , 1, -, -, -,  N,-,114,-,-
comp19827_c0_seq45|m.25327,avas12265,_ , 2, -, -, -,  N,-,161,-,-
comp19827_c0_seq45|m.25329,avas12266,_ , 2, -, -, -,  N,-,112,-,-
comp19827_c0_seq45|m.25330,avas12267,_ , 2, -, -, -,  N,-,111,-,-
comp19827_c0_seq46|m.25331,avas12268,_ , 2, -, -, -,  N,-,161,-,-
comp19827_c0_seq46|m.25332,avas12269,_ , 1, -, -, -,  N,-,142,-,-
comp19827_c0_seq47|m.25335,avas12270,_ , 1, -, -, -,  N,-,232,-,-
comp19827_c0_seq47|m.25334,avas12271,_ , 1, -, -, -,  N,-,314,-,-
comp19827_c0_seq48|m.25338,avas12272,_ , 1, -, -, -,  N,-,344,-,-
comp19827_c0_seq49|m.25341,avas12273,_ , 1, -, -, -,  N,-,201,-,-
comp19827_c0_seq49|m.25343,avas12274,_ , 2, -, -, -,  N,-,111,-,-
comp19827_c0_seq5|m.25236,avas12275,_ , 2, -, -, -,  N,-,161,-,-
comp19827_c0_seq6|m.25237,avas12276,_ , 4, -, -, -,  N,-,224,-,-
comp19827_c0_seq6|m.25238,avas12277,_ , 2, -, -, -,  N,-,161,-,-
comp19827_c0_seq7|m.25240,avas12278,_ , 1, -, -, -,  N,-,326,-,-
comp19827_c0_seq7|m.25241,avas12279,_ , 1, -, -, -,  N,-,153,-,-
comp19827_c0_seq8|m.25244,avas12280,_ , 1, -, -, -,  N,-,114,-,-
comp19827_c0_seq9|m.25246,avas12281,_ , 1, -, -, -,  N,-,165,-,-
comp19827_c0_seq9|m.25245,avas12282,_ , 2, -, -, -,  N,-,272,-,-
comp19828_c0_seq1|m.25344,avas12283,_ , 1, -, -, -,  N,-,100,-,-
comp19828_c0_seq2|m.25345,avas12284,_ , 3, -, -, -,  N,-,170,-,-
comp19828_c1_seq1|m.25346,avas12285,_ , 2, -, -, -,  N,-,134,-,-
comp19829_c0_seq2|m.25347,avas12286,_ , 2, -, -, -,  N,-,226,-,-
comp19830_c0_seq1|m.25348,avas12287,_ , 1, -, -, -,  N,-,371,-,-
comp19830_c0_seq1|m.25351,avas12288,_ , 1, -, -, -,  N,-,109,-,-
comp19830_c0_seq1|m.25349,avas12289,_ , 2, -, -, -,  N,-,129,-,-
comp19830_c0_seq2|m.25352,avas12290,_ , 2, -, -, -,  N,-,487,-,-
comp19830_c0_seq2|m.25354,avas12291,_ , 1, -, -, -,  N,-,109,-,-
comp19830_c0_seq3|m.25356,avas12292,_ , 2, -, -, -,  N,-,137,-,-
comp19830_c0_seq3|m.25355,avas12293,_ , 1, -, -, -,  N,-,371,-,-
comp19830_c0_seq3|m.25358,avas12294,_ , 1, -, -, -,  N,-,109,-,-
comp19830_c0_seq4|m.25361,avas12295,_ , 1, -, -, -,  N,-,109,-,-
comp19830_c0_seq4|m.25359,avas12296,_ , 2, -, -, -,  N,-,495,-,-
comp19831_c0_seq1|m.25362,avas12297,_ , 1, -, -, -,  N,-,498,-,-
comp19831_c0_seq2|m.25364,avas12298,_ , 1, -, -, -,  N,-,498,-,-
comp19831_c0_seq4|m.25366,avas12299,_ , 4, -, -, -,  N,-,523,-,-
comp19832_c0_seq1|m.25368,avas12300,_ , 5, -, -, -,  N,-,224,-,-
comp19833_c0_seq1|m.25369,avas12301,_ , 2, -, -, -,  N,-,1026,-,-
comp19834_c0_seq1|m.25370,avas12302,_ , 2, -, -, -,  N,-,561,-,-
comp19834_c0_seq2|m.25371,avas12303,_ , 2, -, -, -,  N,-,574,-,-
comp19834_c0_seq3|m.25372,avas12304,_ , 3, -, -, -,  N,-,546,-,-
comp19834_c0_seq4|m.25373,avas12305,_ , 3, -, -, -,  N,-,546,-,-
comp19834_c0_seq5|m.25374,avas12306,_ , 2, -, -, -,  N,-,561,-,-
comp19834_c0_seq6|m.25375,avas12307,_ , 2, -, -, -,  N,-,574,-,-
comp19835_c0_seq1|m.25376,avas12308,_ , 1, -, -, -,  N,-,773,-,-
comp19835_c0_seq1|m.25377,avas12309,M , 4, -, -, -,  N,-,335,-,-
comp19836_c0_seq1|m.25383,avas12310,_ , 1, -, -, -,  N,-,486,-,-
comp19837_c0_seq1|m.25384,avas12311,_ , 4, -, -, -,  N,-,1545,-,-
comp19838_c0_seq1|m.25385,avas12312,_ , 4, -, -, -,  N,-,889,-,-
comp19838_c1_seq1|m.25387,avas12313,_ , 4, -, -, -,  N,-,889,-,-
comp19839_c0_seq1|m.25389,avas12314,_ , 3, -, -, -,  N,-,483,-,-
comp1983_c0_seq1|m.627,avas12315,_ , 4, -, -, -,  N,-,228,-,-
comp1983_c1_seq1|m.628,avas12316,_ , 4, -, -, -,  N,-,111,-,-
comp19840_c0_seq1|m.25390,avas12317,_ , 1, -, -, -,  N,-,128,-,-
comp19841_c0_seq1|m.25391,avas12318,_ , 2, -, -, -,  N,-,1198,-,-
comp19842_c0_seq1|m.25394,avas12319,_ , 1, -, -, -,  N,-,570,-,-
comp19842_c1_seq1|m.25396,avas12320,_ , 3, -, -, -,  N,-,648,-,-
comp19842_c1_seq2|m.25398,avas12321,_ , 3, -, -, -,  N,-,670,-,-
comp19842_c1_seq3|m.25401,avas12322,_ , 3, -, -, -,  N,-,660,-,-
comp19842_c1_seq4|m.25404,avas12323,_ , 3, -, -, -,  N,-,638,-,-
comp19843_c0_seq1|m.25406,avas12324,_ , 3, -, -, -,  N,-,306,-,-
comp19843_c0_seq2|m.25407,avas12325,_ , 2, -, -, -,  N,-,295,-,-
comp19844_c0_seq1|m.25408,avas12326,_ , 2, -, -, -,  N,-,370,-,-
comp19845_c0_seq2|m.25410,avas12327,_ , 1, -, -, -,  N,-,1645,-,-
comp19845_c0_seq2|m.25412,avas12328,_ , 2, -, -, -,  N,-,126,-,-
comp19845_c0_seq3|m.25413,avas12329,_ , 1, -, -, -,  N,-,1606,-,-
comp19845_c0_seq3|m.25415,avas12330,_ , 2, -, -, -,  N,-,126,-,-
comp19845_c0_seq4|m.25416,avas12331,_ , 1, -, -, -,  N,-,1719,-,-
comp19845_c0_seq5|m.25418,avas12332,_ , 1, -, -, -,  N,-,1758,-,-
comp19846_c0_seq1|m.25420,avas12333,_ , 5, -, -, -,  N,-,582,-,-
comp19846_c0_seq2|m.25422,avas12334,_ , 5, -, -, -,  N,-,314,-,-
comp19847_c0_seq1|m.25424,avas12335,_ , 2, -, -, -,  N,-,465,-,-
comp19847_c0_seq3|m.25427,avas12336,_ , 2, -, -, -,  N,-,161,-,-
comp19847_c0_seq3|m.25426,avas12337,_ , 3, -, -, -,  N,-,263,-,-
comp19847_c0_seq4|m.25429,avas12338,_ , 3, -, -, -,  N,-,263,-,-
comp19847_c0_seq4|m.25430,avas12339,_ , 2, -, -, -,  N,-,242,-,-
comp19847_c0_seq5|m.25432,avas12340,_ , 2, -, -, -,  N,-,273,-,-
comp19847_c0_seq5|m.25433,avas12341,_ , 2, -, -, -,  N,-,161,-,-
comp19848_c0_seq1|m.25435,avas12342,_ , 1, -, -, -,  N,-,584,-,-
comp19848_c0_seq1|m.25436,avas12343,_ , 2, -, -, -,  N,-,353,-,-
comp19848_c0_seq2|m.25440,avas12344,_ , 1, -, -, -,  N,-,560,-,-
comp19848_c0_seq2|m.25441,avas12345,_ , 2, -, -, -,  N,-,353,-,-
comp19848_c0_seq3|m.25446,avas12346,_ , 2, -, -, -,  N,-,353,-,-
comp19848_c0_seq3|m.25445,avas12347,_ , 1, -, -, -,  N,-,556,-,-
comp19848_c0_seq4|m.25450,avas12348,_ , 1, -, -, -,  N,-,580,-,-
comp19848_c0_seq4|m.25451,avas12349,_ , 2, -, -, -,  N,-,353,-,-
comp19849_c0_seq1|m.25455,avas12350,_ , 2, -, -, -,  N,-,939,-,-
comp19849_c0_seq1|m.25456,avas12351,_ , 5, -, -, -,  N,-,470,-,-
comp19850_c0_seq1|m.25459,avas12352,_ , 1, -, -, -,  N,-,177,-,-
comp19851_c1_seq1|m.25461,avas12353,_ , 3, -, -, -,  N,-,333,-,-
comp19851_c1_seq2|m.25462,avas12354,_ , 2, -, -, -,  N,-,546,-,-
comp19851_c1_seq3|m.25464,avas12355,_ , 2, -, -, -,  N,-,256,-,-
comp19851_c1_seq4|m.25465,avas12356,_ , 2, -, -, -,  N,-,264,-,-
comp19851_c1_seq5|m.25466,avas12357,_ , 2, -, -, -,  N,-,554,-,-
comp19851_c1_seq6|m.25468,avas12358,_ , 3, -, -, -,  N,-,325,-,-
comp19852_c0_seq1|m.25469,avas12359,S , 3, -, -, -,  N,-,364,-,-
comp19853_c0_seq1|m.25470,avas12360,_ , 5, -, -, -,  N,-,385,-,-
comp19855_c0_seq1|m.25471,avas12361,_ , 1, -, -, -,  N,-,614,-,-
comp19857_c0_seq1|m.25473,avas12362,_ , 2, -, -, -,  N,-,197,-,-
comp19858_c0_seq1|m.25474,avas12363,_ , 3, -, -, -,  N,-,402,-,-
comp19859_c0_seq1|m.25475,avas12364,_ , 1, -, -, -,  N,-,754,-,-
comp19861_c0_seq1|m.25477,avas12365,S , 1, -, -, -,  N,-,409,-,-
comp19861_c0_seq1|m.25476,avas12366,S , 2, -, -, -,  N,-,489,-,-
comp19861_c0_seq2|m.25480,avas12367,S , 2, -, -, -,  N,-,489,-,-
comp19861_c0_seq2|m.25481,avas12368,_ , 1, -, -, -,  N,-,171,-,-
comp19861_c0_seq3|m.25485,avas12369,_ , 5, -, -, -,  N,-,412,-,-
comp19861_c0_seq3|m.25484,avas12370,S , 2, -, -, -,  N,-,489,-,-
comp19862_c0_seq1|m.25488,avas12371,_ , 1, -, -, -,  N,-,869,-,-
comp19863_c0_seq1|m.25490,avas12372,_ , 2, -, -, -,  N,-,246,-,-
comp19865_c0_seq1|m.25491,avas12373,_ , 3, -, -, -,  N,-,255,-,-
comp19865_c0_seq11|m.25500,avas12374,_ , 3, -, -, -,  N,-,256,-,-
comp19865_c0_seq12|m.25501,avas12375,_ , 3, -, -, -,  N,-,255,-,-
comp19865_c0_seq2|m.25492,avas12376,_ , 3, -, -, -,  N,-,434,-,-
comp19865_c0_seq3|m.25493,avas12377,_ , 3, -, -, -,  N,-,255,-,-
comp19865_c0_seq4|m.25494,avas12378,_ , 1, -, -, -,  N,-,361,-,-
comp19865_c0_seq5|m.25495,avas12379,_ , 3, -, -, -,  N,-,255,-,-
comp19865_c0_seq6|m.25496,avas12380,_ , 1, -, -, -,  N,-,183,-,-
comp19865_c0_seq7|m.25497,avas12381,_ , 1, -, -, -,  N,-,175,-,-
comp19865_c0_seq8|m.25498,avas12382,_ , 3, -, -, -,  N,-,255,-,-
comp19865_c0_seq9|m.25499,avas12383,_ , 3, -, -, -,  N,-,255,-,-
comp19865_c1_seq1|m.25502,avas12384,_ , 2, -, -, -,  N,-,769,-,-
comp19865_c1_seq2|m.25504,avas12385,_ , 1, -, -, -,  N,-,695,-,-
comp19865_c1_seq3|m.25505,avas12386,_ , 5, -, -, -,  N,-,586,-,-
comp19865_c1_seq4|m.25506,avas12387,_ , 2, -, -, -,  N,-,789,-,-
comp19865_c1_seq5|m.25508,avas12388,_ , 1, -, -, -,  N,-,108,-,-
comp19866_c0_seq1|m.25509,avas12389,_ , 2, -, -, -,  N,-,663,-,-
comp19867_c0_seq1|m.25512,avas12390,_ , 5, -, -, -,  N,-,654,-,-
comp19868_c0_seq1|m.25513,avas12391,S , 1, -, -, -,  N,-,208,-,-
comp19868_c0_seq2|m.25514,avas12392,S , 2, -, -, -,  N,-,209,-,-
comp19868_c0_seq3|m.25515,avas12393,S , 1, -, -, -,  N,-,208,-,-
comp19868_c0_seq4|m.25516,avas12394,S , 2, -, -, -,  N,-,209,-,-
comp19869_c0_seq1|m.25517,avas12395,_ , 1, -, -, -,  N,-,615,-,-
comp19871_c0_seq1|m.25519,avas12396,S , 1, -, -, -,  N,-,643,-,-
comp19873_c0_seq1|m.25520,avas12397,M , 3, -, -, -,  Y,-,508,-,-
comp19874_c0_seq1|m.25522,avas12398,_ , 5, -, -, -,  N,-,385,-,-
comp19875_c0_seq1|m.25523,avas12399,S , 1, -, -, -,  N,-,1032,-,-
comp19876_c0_seq1|m.25527,avas12400,_ , 2, -, -, -,  N,-,271,-,-
comp19877_c0_seq1|m.25528,avas12401,S , 1, -, -, -,  N,-,273,-,-
comp19877_c0_seq2|m.25530,avas12402,S , 1, -, -, -,  N,-,273,-,-
comp19877_c0_seq3|m.25532,avas12403,S , 1, -, -, -,  N,-,273,-,-
comp19878_c0_seq1|m.25534,avas12404,_ , 2, -, -, -,  N,-,663,-,-
comp19879_c0_seq1|m.25537,avas12405,_ , 2, -, -, -,  N,-,403,-,-
comp19879_c0_seq2|m.25538,avas12406,_ , 2, -, -, -,  N,-,328,-,-
comp1987_c0_seq1|m.629,avas12407,_ , 2, -, -, -,  N,-,198,-,-
comp19880_c0_seq1|m.25539,avas12408,_ , 2, -, -, -,  N,-,370,-,-
comp19881_c0_seq1|m.25541,avas12409,S , 1, -, -, -,  N,-,643,-,-
comp19882_c0_seq1|m.25542,avas12410,S , 5, -, -, -,  N,-,279,-,-
comp19882_c0_seq2|m.25543,avas12411,S , 5, -, -, -,  N,-,280,-,-
comp19883_c1_seq1|m.25544,avas12412,S , 3, -, -, -,  N,-,123,-,-
comp19883_c2_seq1|m.25545,avas12413,M , 5, -, -, -,  N,-,106,-,-
comp19883_c3_seq1|m.25546,avas12414,_ , 3, -, -, -,  N,-,167,-,-
comp19883_c4_seq1|m.25547,avas12415,_ , 2, -, -, -,  N,-,104,-,-
comp19884_c0_seq1|m.25548,avas12416,_ , 2, -, -, -,  N,-,604,-,-
comp19885_c0_seq1|m.25552,avas12417,_ , 2, -, -, -,  N,-,143,-,-
comp19886_c0_seq1|m.25553,avas12418,_ , 1, -, -, -,  N,-,808,-,-
comp19886_c0_seq2|m.25554,avas12419,_ , 2, -, -, -,  N,-,494,-,-
comp19887_c0_seq1|m.25557,avas12420,_ , 1, -, -, -,  N,-,202,-,-
comp19887_c0_seq1|m.25555,avas12421,M , 3, -, -, -,  Y,-,416,-,-
comp19887_c0_seq1|m.25556,avas12422,_ , 2, -, -, -,  N,-,289,-,-
comp19887_c0_seq2|m.25559,avas12423,M , 3, -, -, -,  Y,-,416,-,-
comp19887_c0_seq2|m.25561,avas12424,_ , 1, -, -, -,  N,-,202,-,-
comp19887_c0_seq2|m.25560,avas12425,_ , 2, -, -, -,  N,-,289,-,-
comp19888_c0_seq1|m.25563,avas12426,_ , 3, -, -, -,  N,-,1153,-,-
comp19889_c0_seq1|m.25564,avas12427,_ , 3, -, -, -,  N,-,561,-,-
comp19889_c1_seq1|m.25567,avas12428,_ , 3, -, -, -,  N,-,561,-,-
comp19890_c0_seq1|m.25570,avas12429,_ , 1, -, -, -,  N,-,989,-,-
comp19891_c0_seq1|m.25572,avas12430,_ , 1, -, -, -,  N,-,588,-,-
comp19892_c0_seq1|m.25574,avas12431,M , 3, -, -, -,  N,-,340,-,-
