transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
jgi|Triad1|25447|e_gw1.5.197.1|m.3508 jgi|Triad1|25447|e_gw1.5.197.1|g.3508  ,tadh1525,_,2,hsap408,mmus61,scer230,Y,BCS1L,409,Bcs1l,BCS1
jgi|Triad1|25450|e_gw1.5.1005.1|m.3530 jgi|Triad1|25450|e_gw1.5.1005.1|g.3530  ,tadh1526,_,4,hsap530,mmus810,-,Y,GLYCTK,493,Glyctk,-
jgi|Triad1|25453|e_gw1.5.461.1|m.3651 jgi|Triad1|25453|e_gw1.5.461.1|g.3651  ,tadh1527,_,4,-,-,-,N,-,184,-,-
jgi|Triad1|25466|e_gw1.5.722.1|m.2748 jgi|Triad1|25466|e_gw1.5.722.1|g.2748  ,tadh1528,_,3,-,-,-,N,-,1166,-,-
jgi|Triad1|25469|e_gw1.5.357.1|m.3228 jgi|Triad1|25469|e_gw1.5.357.1|g.3228  ,tadh1529,_,2,-,-,-,N,-,291,-,-
jgi|Triad1|25476|e_gw1.5.469.1|m.2946 jgi|Triad1|25476|e_gw1.5.469.1|g.2946  ,tadh1530,_,2,-,-,-,N,-,103,-,-
jgi|Triad1|25477|e_gw1.5.889.1|m.3329 jgi|Triad1|25477|e_gw1.5.889.1|g.3329  ,tadh1531,_,2,-,-,-,N,-,493,-,-
jgi|Triad1|25481|e_gw1.5.295.1|m.3606 jgi|Triad1|25481|e_gw1.5.295.1|g.3606  ,tadh1532,_,2,-,-,-,N,-,313,-,-
jgi|Triad1|25485|e_gw1.5.23.1|m.3042 jgi|Triad1|25485|e_gw1.5.23.1|g.3042  ,tadh1533,_,4,-,-,-,N,-,1213,-,-
jgi|Triad1|25487|e_gw1.5.116.1|m.3587 jgi|Triad1|25487|e_gw1.5.116.1|g.3587  ,tadh1534,_,1,-,-,-,N,-,497,-,-
jgi|Triad1|25488|e_gw1.5.956.1|m.3369 jgi|Triad1|25488|e_gw1.5.956.1|g.3369  ,tadh1535,_,2,hsap1602,mmus1239,scer424,Y,SUCLA2,417,Sucla2,LSC2
jgi|Triad1|25491|e_gw1.5.1304.1|m.3482 jgi|Triad1|25491|e_gw1.5.1304.1|g.3482  ,tadh1536,M,3,-,-,-,Y,-,246,-,-
jgi|Triad1|25492|e_gw1.5.154.1|m.3080 jgi|Triad1|25492|e_gw1.5.154.1|g.3080  ,tadh1537,_,1,-,-,-,N,-,573,-,-
jgi|Triad1|25500|e_gw1.5.505.1|m.2852 jgi|Triad1|25500|e_gw1.5.505.1|g.2852  ,tadh1538,_,1,-,-,-,N,-,196,-,-
jgi|Triad1|25521|e_gw1.5.215.1|m.2905 jgi|Triad1|25521|e_gw1.5.215.1|g.2905  ,tadh1539,M,4,-,-,-,N,-,243,-,-
jgi|Triad1|25535|e_gw1.5.773.1|m.2770 jgi|Triad1|25535|e_gw1.5.773.1|g.2770  ,tadh1540,_,2,-,-,scer509,Y,-,699,-,TAO3
jgi|Triad1|25536|e_gw1.5.399.1|m.2902 jgi|Triad1|25536|e_gw1.5.399.1|g.2902  ,tadh1541,_,4,-,-,-,N,-,213,-,-
jgi|Triad1|25541|e_gw1.5.687.1|m.2970 jgi|Triad1|25541|e_gw1.5.687.1|g.2970  ,tadh1542,M,4,-,-,-,N,-,3864,-,-
jgi|Triad1|25545|e_gw1.5.126.1|m.3589 jgi|Triad1|25545|e_gw1.5.126.1|g.3589  ,tadh1543,_,1,-,-,-,N,-,506,-,-
jgi|Triad1|25548|e_gw1.5.912.1|m.3531 jgi|Triad1|25548|e_gw1.5.912.1|g.3531  ,tadh1544,_,1,-,-,-,N,-,449,-,-
jgi|Triad1|25549|e_gw1.5.798.1|m.3108 jgi|Triad1|25549|e_gw1.5.798.1|g.3108  ,tadh1545,S,1,-,-,-,N,-,874,-,-
jgi|Triad1|25566|e_gw1.5.271.1|m.3023 jgi|Triad1|25566|e_gw1.5.271.1|g.3023  ,tadh1546,_,1,-,-,-,N,-,306,-,-
jgi|Triad1|25574|e_gw1.5.1129.1|m.3155 jgi|Triad1|25574|e_gw1.5.1129.1|g.3155  ,tadh1547,_,3,-,-,-,N,-,393,-,-
jgi|Triad1|25578|e_gw1.5.1374.1|m.2883 jgi|Triad1|25578|e_gw1.5.1374.1|g.2883  ,tadh1548,_,1,-,-,-,N,-,211,-,-
jgi|Triad1|25588|e_gw1.5.131.1|m.3527 jgi|Triad1|25588|e_gw1.5.131.1|g.3527  ,tadh1549,_,1,-,-,-,N,-,492,-,-
jgi|Triad1|25605|e_gw1.5.1389.1|m.3473 jgi|Triad1|25605|e_gw1.5.1389.1|g.3473  ,tadh1550,_,3,-,-,-,N,-,182,-,-
jgi|Triad1|25606|e_gw1.5.928.1|m.2888 jgi|Triad1|25606|e_gw1.5.928.1|g.2888  ,tadh1551,_,1,-,-,-,N,-,504,-,-
jgi|Triad1|2560|gw1.6.126.1|m.4782 jgi|Triad1|2560|gw1.6.126.1|g.4782  ,tadh1552,_,1,-,-,-,N,-,395,-,-
jgi|Triad1|25611|e_gw1.5.1209.1|m.3144 jgi|Triad1|25611|e_gw1.5.1209.1|g.3144  ,tadh1553,_,3,-,-,-,N,-,309,-,-
jgi|Triad1|25626|e_gw1.5.777.1|m.3430 jgi|Triad1|25626|e_gw1.5.777.1|g.3430  ,tadh1554,_,5,-,-,-,N,-,383,-,-
jgi|Triad1|25635|e_gw1.5.1099.1|m.3098 jgi|Triad1|25635|e_gw1.5.1099.1|g.3098  ,tadh1555,_,1,-,-,-,N,-,289,-,-
jgi|Triad1|25636|e_gw1.5.967.1|m.3229 jgi|Triad1|25636|e_gw1.5.967.1|g.3229  ,tadh1556,M,3,hsap1603,mmus680,-,Y,CARS2,533,Cars2,-
jgi|Triad1|25641|e_gw1.5.157.1|m.3507 jgi|Triad1|25641|e_gw1.5.157.1|g.3507  ,tadh1557,_,1,-,-,-,N,-,500,-,-
jgi|Triad1|25655|e_gw1.5.1174.1|m.3236 jgi|Triad1|25655|e_gw1.5.1174.1|g.3236  ,tadh1558,S,1,-,-,-,N,-,328,-,-
jgi|Triad1|25667|e_gw1.5.1210.1|m.3401 jgi|Triad1|25667|e_gw1.5.1210.1|g.3401  ,tadh1559,_,4,hsap40,mmus276,scer212,Y,WARS2,330,Wars2,MSW1
jgi|Triad1|25670|e_gw1.5.1430.1|m.3124 jgi|Triad1|25670|e_gw1.5.1430.1|g.3124  ,tadh1560,_,2,hsap1408,mmus787,scer1068,Y,FDX1,117,Fdx1,YAH1
jgi|Triad1|25672|e_gw1.5.11.1|m.3384 jgi|Triad1|25672|e_gw1.5.11.1|g.3384  ,tadh1561,_,2,-,-,-,N,-,1067,-,-
jgi|Triad1|25674|e_gw1.5.287.1|m.3024 jgi|Triad1|25674|e_gw1.5.287.1|g.3024  ,tadh1562,_,4,-,-,-,N,-,305,-,-
jgi|Triad1|25679|e_gw1.5.1019.1|m.3346 jgi|Triad1|25679|e_gw1.5.1019.1|g.3346  ,tadh1563,_,1,hsap766,mmus883,scer265,Y,LACE1,416,Lace1,AFG1
jgi|Triad1|25681|e_gw1.5.1328.1|m.2817 jgi|Triad1|25681|e_gw1.5.1328.1|g.2817  ,tadh1564,_,2,-,-,-,N,-,252,-,-
jgi|Triad1|25686|e_gw1.5.448.1|m.3074 jgi|Triad1|25686|e_gw1.5.448.1|g.3074  ,tadh1565,_,4,-,-,-,N,-,239,-,-
jgi|Triad1|25687|e_gw1.5.497.1|m.3342 jgi|Triad1|25687|e_gw1.5.497.1|g.3342  ,tadh1566,S,1,-,-,-,N,-,235,-,-
jgi|Triad1|25695|e_gw1.5.220.1|m.2837 jgi|Triad1|25695|e_gw1.5.220.1|g.2837  ,tadh1567,_,3,-,-,-,N,-,389,-,-
jgi|Triad1|25696|e_gw1.5.625.1|m.3376 jgi|Triad1|25696|e_gw1.5.625.1|g.3376  ,tadh1568,M,3,hsap52,mmus80,scer251,Y,GLRX2,107,Glrx2,GRX2
jgi|Triad1|25701|e_gw1.5.891.1|m.2838 jgi|Triad1|25701|e_gw1.5.891.1|g.2838  ,tadh1569,_,1,-,-,-,N,-,524,-,-
jgi|Triad1|25702|e_gw1.5.1214.1|m.2810 jgi|Triad1|25702|e_gw1.5.1214.1|g.2810  ,tadh1570,_,1,-,-,-,N,-,312,-,-
jgi|Triad1|25705|e_gw1.5.1152.1|m.3260 jgi|Triad1|25705|e_gw1.5.1152.1|g.3260  ,tadh1571,_,3,hsap825,mmus884,scer809,Y,RTN4IP1,350,Rtn4ip1,YIM1
jgi|Triad1|25724|e_gw1.5.758.1|m.2779 jgi|Triad1|25724|e_gw1.5.758.1|g.2779  ,tadh1572,_,2,-,-,-,N,-,900,-,-
jgi|Triad1|25731|e_gw1.5.915.1|m.3374 jgi|Triad1|25731|e_gw1.5.915.1|g.3374  ,tadh1573,M,1,-,-,-,Y,-,431,-,-
jgi|Triad1|25733|e_gw1.5.700.1|m.3538 jgi|Triad1|25733|e_gw1.5.700.1|g.3538  ,tadh1574,_,2,-,-,-,N,-,674,-,-
jgi|Triad1|25736|e_gw1.5.1113.1|m.3242 jgi|Triad1|25736|e_gw1.5.1113.1|g.3242  ,tadh1575,S,2,hsap447,mmus1351,-,Y,CPOX,363,Cpox,-
jgi|Triad1|25744|e_gw1.5.746.1|m.3253 jgi|Triad1|25744|e_gw1.5.746.1|g.3253  ,tadh1576,_,1,hsap1226,mmus1136,scer239,Y,PITRM1,936,Pitrm1,CYM1
jgi|Triad1|25747|e_gw1.5.1342.1|m.3002 jgi|Triad1|25747|e_gw1.5.1342.1|g.3002  ,tadh1577,_,3,-,-,-,N,-,237,-,-
jgi|Triad1|25751|e_gw1.5.1118.1|m.3064 jgi|Triad1|25751|e_gw1.5.1118.1|g.3064  ,tadh1578,_,2,hsap760,mmus752,-,Y,BCKDHB,328,Bckdhb,-
jgi|Triad1|25763|e_gw1.5.1372.1|m.3452 jgi|Triad1|25763|e_gw1.5.1372.1|g.3452  ,tadh1579,_,1,-,-,-,N,-,235,-,-
jgi|Triad1|25765|e_gw1.5.434.1|m.2923 jgi|Triad1|25765|e_gw1.5.434.1|g.2923  ,tadh1580,_,1,-,-,-,N,-,154,-,-
jgi|Triad1|25768|e_gw1.5.738.1|m.3444 jgi|Triad1|25768|e_gw1.5.738.1|g.3444  ,tadh1581,_,1,-,-,-,N,-,1017,-,-
jgi|Triad1|25769|e_gw1.5.1400.1|m.3405 jgi|Triad1|25769|e_gw1.5.1400.1|g.3405  ,tadh1582,_,2,-,-,-,N,-,197,-,-
jgi|Triad1|25776|e_gw1.5.1347.1|m.3052 jgi|Triad1|25776|e_gw1.5.1347.1|g.3052  ,tadh1583,_,2,-,-,-,N,-,220,-,-
jgi|Triad1|25783|e_gw1.5.914.1|m.3143 jgi|Triad1|25783|e_gw1.5.914.1|g.3143  ,tadh1584,_,4,-,-,-,N,-,545,-,-
jgi|Triad1|25786|e_gw1.5.810.1|m.2700 jgi|Triad1|25786|e_gw1.5.810.1|g.2700  ,tadh1585,_,2,hsap1787,mmus1305,-,Y,TRAP1,662,Trap1,-
jgi|Triad1|25794|e_gw1.5.599.1|m.3200 jgi|Triad1|25794|e_gw1.5.599.1|g.3200  ,tadh1586,_,4,-,-,-,N,-,105,-,-
jgi|Triad1|25797|e_gw1.5.794.1|m.3176 jgi|Triad1|25797|e_gw1.5.794.1|g.3176  ,tadh1587,_,2,-,-,-,N,-,781,-,-
jgi|Triad1|25805|e_gw1.5.313.1|m.2827 jgi|Triad1|25805|e_gw1.5.313.1|g.2827  ,tadh1588,S,2,-,-,-,N,-,495,-,-
jgi|Triad1|25812|e_gw1.5.1186.1|m.3475 jgi|Triad1|25812|e_gw1.5.1186.1|g.3475  ,tadh1589,S,1,-,-,-,N,-,375,-,-
jgi|Triad1|25814|e_gw1.5.729.1|m.3562 jgi|Triad1|25814|e_gw1.5.729.1|g.3562  ,tadh1590,_,1,-,-,-,N,-,1066,-,-
jgi|Triad1|25818|e_gw1.5.874.1|m.3149 jgi|Triad1|25818|e_gw1.5.874.1|g.3149  ,tadh1591,S,2,-,-,-,N,-,541,-,-
jgi|Triad1|25819|e_gw1.5.737.1|m.3146 jgi|Triad1|25819|e_gw1.5.737.1|g.3146  ,tadh1592,_,3,-,-,-,N,-,725,-,-
jgi|Triad1|25821|e_gw1.5.1288.1|m.2692 jgi|Triad1|25821|e_gw1.5.1288.1|g.2692  ,tadh1593,_,2,-,-,-,N,-,292,-,-
jgi|Triad1|25833|e_gw1.5.216.1|m.3390 jgi|Triad1|25833|e_gw1.5.216.1|g.3390  ,tadh1594,M,5,hsap613,mmus387,scer914,Y,COQ2,319,Coq2,COQ2
jgi|Triad1|25837|e_gw1.5.1270.1|m.2941 jgi|Triad1|25837|e_gw1.5.1270.1|g.2941  ,tadh1595,_,1,-,-,-,N,-,321,-,-
jgi|Triad1|25841|e_gw1.5.207.1|m.2774 jgi|Triad1|25841|e_gw1.5.207.1|g.2774  ,tadh1596,_,4,-,-,-,N,-,331,-,-
jgi|Triad1|25844|e_gw1.5.247.1|m.2991 jgi|Triad1|25844|e_gw1.5.247.1|g.2991  ,tadh1597,_,1,-,-,-,N,-,375,-,-
jgi|Triad1|25845|e_gw1.5.1010.1|m.3526 jgi|Triad1|25845|e_gw1.5.1010.1|g.3526  ,tadh1598,_,1,-,-,-,N,-,443,-,-
jgi|Triad1|25848|e_gw1.5.1081.1|m.2887 jgi|Triad1|25848|e_gw1.5.1081.1|g.2887  ,tadh1599,S,2,-,-,-,N,-,421,-,-
jgi|Triad1|25862|e_gw1.5.761.1|m.2846 jgi|Triad1|25862|e_gw1.5.761.1|g.2846  ,tadh1600,_,5,-,-,-,N,-,494,-,-
jgi|Triad1|25864|e_gw1.5.1409.1|m.3461 jgi|Triad1|25864|e_gw1.5.1409.1|g.3461  ,tadh1601,_,5,-,-,-,N,-,183,-,-
jgi|Triad1|25870|e_gw1.5.710.1|m.3235 jgi|Triad1|25870|e_gw1.5.710.1|g.3235  ,tadh1602,M,5,-,-,-,N,-,1255,-,-
jgi|Triad1|25871|e_gw1.5.762.1|m.3184 jgi|Triad1|25871|e_gw1.5.762.1|g.3184  ,tadh1603,_,3,-,-,scer122,Y,-,848,-,NAT1
jgi|Triad1|25874|e_gw1.5.184.1|m.2885 jgi|Triad1|25874|e_gw1.5.184.1|g.2885  ,tadh1604,_,2,-,-,-,N,-,443,-,-
jgi|Triad1|25880|e_gw1.5.867.1|m.3004 jgi|Triad1|25880|e_gw1.5.867.1|g.3004  ,tadh1605,_,2,-,-,-,N,-,437,-,-
jgi|Triad1|25889|e_gw1.5.814.1|m.3633 jgi|Triad1|25889|e_gw1.5.814.1|g.3633  ,tadh1606,_,3,-,-,-,N,-,716,-,-
jgi|Triad1|25895|e_gw1.5.573.1|m.3434 jgi|Triad1|25895|e_gw1.5.573.1|g.3434  ,tadh1607,_,1,-,-,-,N,-,128,-,-
jgi|Triad1|25896|e_gw1.5.1301.1|m.3059 jgi|Triad1|25896|e_gw1.5.1301.1|g.3059  ,tadh1608,_,2,-,-,-,N,-,315,-,-
jgi|Triad1|25898|e_gw1.5.41.1|m.3295 jgi|Triad1|25898|e_gw1.5.41.1|g.3295  ,tadh1609,_,4,-,-,scer921,Y,-,932,-,DIS3
jgi|Triad1|25902|e_gw1.5.1201.1|m.2855 jgi|Triad1|25902|e_gw1.5.1201.1|g.2855  ,tadh1610,S,2,-,-,-,N,-,340,-,-
jgi|Triad1|25902|e_gw1.5.1201.1|m.2856 jgi|Triad1|25902|e_gw1.5.1201.1|g.2856  ,tadh1611,S,2,-,-,-,N,-,137,-,-
jgi|Triad1|25925|e_gw1.5.939.1|m.2908 jgi|Triad1|25925|e_gw1.5.939.1|g.2908  ,tadh1612,M,3,-,-,-,Y,-,328,-,-
jgi|Triad1|25928|e_gw1.5.1199.1|m.3221 jgi|Triad1|25928|e_gw1.5.1199.1|g.3221  ,tadh1613,_,1,-,-,-,N,-,367,-,-
jgi|Triad1|25932|e_gw1.5.965.1|m.3278 jgi|Triad1|25932|e_gw1.5.965.1|g.3278  ,tadh1614,_,2,hsap764,mmus903,scer841,Y,QRSL1,483,Qrsl1,HER2
jgi|Triad1|25933|e_gw1.5.377.1|m.3609 jgi|Triad1|25933|e_gw1.5.377.1|g.3609  ,tadh1615,_,2,-,-,-,N,-,248,-,-
jgi|Triad1|25944|e_gw1.5.1059.1|m.2795 jgi|Triad1|25944|e_gw1.5.1059.1|g.2795  ,tadh1616,S,3,-,-,-,N,-,509,-,-
jgi|Triad1|25957|e_gw1.5.328.1|m.2715 jgi|Triad1|25957|e_gw1.5.328.1|g.2715  ,tadh1617,_,4,-,-,-,N,-,358,-,-
jgi|Triad1|25960|e_gw1.5.1052.1|m.2804 jgi|Triad1|25960|e_gw1.5.1052.1|g.2804  ,tadh1618,S,1,-,-,-,N,-,492,-,-
jgi|Triad1|25963|e_gw1.5.299.1|m.3122 jgi|Triad1|25963|e_gw1.5.299.1|g.3122  ,tadh1619,_,4,-,-,-,N,-,320,-,-
jgi|Triad1|25964|e_gw1.5.70.1|m.2963 jgi|Triad1|25964|e_gw1.5.70.1|g.2963  ,tadh1620,_,2,-,-,-,N,-,571,-,-
jgi|Triad1|25965|e_gw1.5.513.1|m.2849 jgi|Triad1|25965|e_gw1.5.513.1|g.2849  ,tadh1621,_,2,-,-,-,N,-,151,-,-
jgi|Triad1|25969|e_gw1.5.1255.1|m.2965 jgi|Triad1|25969|e_gw1.5.1255.1|g.2965  ,tadh1622,_,2,hsap515,mmus818,scer959,Y,SLC25A20,298,Slc25a20,CRC1
jgi|Triad1|25970|e_gw1.5.1180.1|m.2988 jgi|Triad1|25970|e_gw1.5.1180.1|g.2988  ,tadh1623,_,2,-,-,-,N,-,333,-,-
jgi|Triad1|25971|e_gw1.5.583.1|m.3348 jgi|Triad1|25971|e_gw1.5.583.1|g.3348  ,tadh1624,M,4,hsap842,mmus1372,scer343,Y,MPC1,120,Mpc1,MPC1
jgi|Triad1|25985|e_gw1.5.1142.1|m.3391 jgi|Triad1|25985|e_gw1.5.1142.1|g.3391  ,tadh1625,_,4,-,-,-,N,-,310,-,-
jgi|Triad1|25986|e_gw1.5.426.1|m.3521 jgi|Triad1|25986|e_gw1.5.426.1|g.3521  ,tadh1626,_,1,-,-,-,N,-,231,-,-
jgi|Triad1|25989|e_gw1.5.702.1|m.3172 jgi|Triad1|25989|e_gw1.5.702.1|g.3172  ,tadh1627,M,5,-,-,-,N,-,2177,-,-
jgi|Triad1|25991|e_gw1.5.445.1|m.3073 jgi|Triad1|25991|e_gw1.5.445.1|g.3073  ,tadh1628,_,2,-,-,-,N,-,231,-,-
jgi|Triad1|25994|e_gw1.5.270.1|m.3643 jgi|Triad1|25994|e_gw1.5.270.1|g.3643  ,tadh1629,_,3,-,-,-,N,-,301,-,-
jgi|Triad1|25995|e_gw1.5.716.1|m.3104 jgi|Triad1|25995|e_gw1.5.716.1|g.3104  ,tadh1630,_,2,-,-,-,N,-,1219,-,-
jgi|Triad1|25997|e_gw1.5.1049.1|m.2734 jgi|Triad1|25997|e_gw1.5.1049.1|g.2734  ,tadh1631,_,2,-,-,-,N,-,294,-,-
jgi|Triad1|25999|e_gw1.5.194.1|m.2866 jgi|Triad1|25999|e_gw1.5.194.1|g.2866  ,tadh1632,_,1,-,-,-,N,-,317,-,-
jgi|Triad1|26003|e_gw1.5.876.1|m.3201 jgi|Triad1|26003|e_gw1.5.876.1|g.3201  ,tadh1633,_,2,-,-,-,N,-,654,-,-
jgi|Triad1|26009|e_gw1.5.1237.1|m.3068 jgi|Triad1|26009|e_gw1.5.1237.1|g.3068  ,tadh1634,_,4,-,-,-,N,-,322,-,-
jgi|Triad1|26010|e_gw1.5.95.1|m.3505 jgi|Triad1|26010|e_gw1.5.95.1|g.3505  ,tadh1635,_,1,-,-,-,N,-,404,-,-
jgi|Triad1|26011|e_gw1.5.1170.1|m.3241 jgi|Triad1|26011|e_gw1.5.1170.1|g.3241  ,tadh1636,_,4,-,-,-,N,-,295,-,-
jgi|Triad1|26013|e_gw1.5.935.1|m.3192 jgi|Triad1|26013|e_gw1.5.935.1|g.3192  ,tadh1637,M,5,-,-,-,N,-,448,-,-
jgi|Triad1|26014|e_gw1.5.953.1|m.2737 jgi|Triad1|26014|e_gw1.5.953.1|g.2737  ,tadh1638,_,5,-,-,-,N,-,511,-,-
jgi|Triad1|26016|e_gw1.5.1168.1|m.3421 jgi|Triad1|26016|e_gw1.5.1168.1|g.3421  ,tadh1639,_,2,-,-,-,N,-,356,-,-
jgi|Triad1|26025|e_gw1.5.892.1|m.3362 jgi|Triad1|26025|e_gw1.5.892.1|g.3362  ,tadh1640,_,4,-,-,-,N,-,698,-,-
jgi|Triad1|26030|e_gw1.5.875.1|m.3494 jgi|Triad1|26030|e_gw1.5.875.1|g.3494  ,tadh1641,_,2,-,-,-,N,-,492,-,-
jgi|Triad1|26039|e_gw1.5.1138.1|m.3373 jgi|Triad1|26039|e_gw1.5.1138.1|g.3373  ,tadh1642,M,1,-,-,-,Y,-,431,-,-
jgi|Triad1|26040|e_gw1.5.1163.1|m.3069 jgi|Triad1|26040|e_gw1.5.1163.1|g.3069  ,tadh1643,S,2,-,-,-,N,-,233,-,-
jgi|Triad1|26041|e_gw1.5.887.1|m.3114 jgi|Triad1|26041|e_gw1.5.887.1|g.3114  ,tadh1644,_,1,-,-,-,N,-,564,-,-
jgi|Triad1|26042|e_gw1.5.986.1|m.2769 jgi|Triad1|26042|e_gw1.5.986.1|g.2769  ,tadh1645,S,2,-,-,-,N,-,504,-,-
jgi|Triad1|26044|e_gw1.5.179.1|m.3019 jgi|Triad1|26044|e_gw1.5.179.1|g.3019  ,tadh1646,M,5,-,-,-,N,-,326,-,-
jgi|Triad1|26050|e_gw1.5.1289.1|m.3396 jgi|Triad1|26050|e_gw1.5.1289.1|g.3396  ,tadh1647,_,5,hsap1841,mmus740,-,Y,HSDL1,308,Hsdl1,-
jgi|Triad1|26054|e_gw1.5.1243.1|m.3298 jgi|Triad1|26054|e_gw1.5.1243.1|g.3298  ,tadh1648,_,3,-,-,-,N,-,280,-,-
jgi|Triad1|26061|e_gw1.5.1002.1|m.3048 jgi|Triad1|26061|e_gw1.5.1002.1|g.3048  ,tadh1649,_,1,-,-,-,N,-,536,-,-
jgi|Triad1|26073|e_gw1.5.1042.1|m.2746 jgi|Triad1|26073|e_gw1.5.1042.1|g.2746  ,tadh1650,_,4,-,-,-,N,-,347,-,-
jgi|Triad1|26078|e_gw1.5.1421.1|m.3188 jgi|Triad1|26078|e_gw1.5.1421.1|g.3188  ,tadh1651,_,3,-,-,-,N,-,206,-,-
jgi|Triad1|26082|e_gw1.5.1087.1|m.3277 jgi|Triad1|26082|e_gw1.5.1087.1|g.3277  ,tadh1652,_,2,-,-,-,N,-,337,-,-
jgi|Triad1|26083|e_gw1.5.983.1|m.3429 jgi|Triad1|26083|e_gw1.5.983.1|g.3429  ,tadh1653,_,1,-,-,-,N,-,434,-,-
jgi|Triad1|26086|e_gw1.5.817.1|m.2809 jgi|Triad1|26086|e_gw1.5.817.1|g.2809  ,tadh1654,_,1,-,-,-,N,-,613,-,-
jgi|Triad1|26089|e_gw1.5.1076.1|m.2987 jgi|Triad1|26089|e_gw1.5.1076.1|g.2987  ,tadh1655,M,5,-,-,-,N,-,351,-,-
jgi|Triad1|26095|e_gw1.5.1435.1|m.3285 jgi|Triad1|26095|e_gw1.5.1435.1|g.3285  ,tadh1656,_,5,-,-,-,N,-,140,-,-
jgi|Triad1|26098|e_gw1.5.880.1|m.3005 jgi|Triad1|26098|e_gw1.5.880.1|g.3005  ,tadh1657,_,5,-,-,-,N,-,587,-,-
jgi|Triad1|26100|e_gw1.5.473.1|m.3436 jgi|Triad1|26100|e_gw1.5.473.1|g.3436  ,tadh1658,_,2,-,-,-,N,-,142,-,-
jgi|Triad1|26102|e_gw1.5.1280.1|m.3457 jgi|Triad1|26102|e_gw1.5.1280.1|g.3457  ,tadh1659,_,1,-,-,-,N,-,280,-,-
jgi|Triad1|26103|e_gw1.5.1307.1|m.3536 jgi|Triad1|26103|e_gw1.5.1307.1|g.3536  ,tadh1660,_,1,-,-,-,N,-,193,-,-
jgi|Triad1|26114|e_gw1.6.1113.1|m.4624 jgi|Triad1|26114|e_gw1.6.1113.1|g.4624  ,tadh1661,_,2,hsap412,mmus27,-,Y,EFHD1,194,Efhd1,-
jgi|Triad1|26121|e_gw1.6.246.1|m.4160 jgi|Triad1|26121|e_gw1.6.246.1|g.4160  ,tadh1662,_,4,-,-,scer211,Y,-,327,-,DIN7
jgi|Triad1|26135|e_gw1.6.1161.1|m.4181 jgi|Triad1|26135|e_gw1.6.1161.1|g.4181  ,tadh1663,_,4,-,-,-,N,-,157,-,-
jgi|Triad1|26139|e_gw1.6.889.1|m.4343 jgi|Triad1|26139|e_gw1.6.889.1|g.4343  ,tadh1664,_,2,-,-,-,N,-,488,-,-
jgi|Triad1|26143|e_gw1.6.1206.1|m.4251 jgi|Triad1|26143|e_gw1.6.1206.1|g.4251  ,tadh1665,S,1,-,-,-,N,-,170,-,-
jgi|Triad1|26146|e_gw1.6.913.1|m.4647 jgi|Triad1|26146|e_gw1.6.913.1|g.4647  ,tadh1666,_,4,-,-,-,N,-,427,-,-
jgi|Triad1|26147|e_gw1.6.60.1|m.4145 jgi|Triad1|26147|e_gw1.6.60.1|g.4145  ,tadh1667,_,1,-,-,-,N,-,552,-,-
jgi|Triad1|26155|e_gw1.6.754.1|m.4061 jgi|Triad1|26155|e_gw1.6.754.1|g.4061  ,tadh1668,_,1,-,-,-,N,-,524,-,-
jgi|Triad1|26169|e_gw1.6.1022.1|m.4345 jgi|Triad1|26169|e_gw1.6.1022.1|g.4345  ,tadh1669,_,2,-,-,-,N,-,324,-,-
jgi|Triad1|2616|gw1.19.41.1|m.9359 jgi|Triad1|2616|gw1.19.41.1|g.9359  ,tadh1670,_,2,-,-,-,N,-,304,-,-
jgi|Triad1|2617|gw1.39.21.1|m.5261 jgi|Triad1|2617|gw1.39.21.1|g.5261  ,tadh1671,_,1,-,-,-,N,-,359,-,-
jgi|Triad1|26180|e_gw1.6.868.1|m.4248 jgi|Triad1|26180|e_gw1.6.868.1|g.4248  ,tadh1672,_,2,-,-,-,N,-,504,-,-
jgi|Triad1|26181|e_gw1.6.818.1|m.4708 jgi|Triad1|26181|e_gw1.6.818.1|g.4708  ,tadh1673,_,1,-,-,-,N,-,467,-,-
jgi|Triad1|26202|e_gw1.6.1005.1|m.4765 jgi|Triad1|26202|e_gw1.6.1005.1|g.4765  ,tadh1674,_,4,-,-,-,N,-,286,-,-
jgi|Triad1|26206|e_gw1.6.674.1|m.4642 jgi|Triad1|26206|e_gw1.6.674.1|g.4642  ,tadh1675,S,2,-,-,-,N,-,556,-,-
jgi|Triad1|26208|e_gw1.6.147.1|m.4488 jgi|Triad1|26208|e_gw1.6.147.1|g.4488  ,tadh1676,_,4,hsap413,mmus67,scer315,Y,AGXT,400,Agxt,AGX1
jgi|Triad1|26220|e_gw1.6.659.1|m.4688 jgi|Triad1|26220|e_gw1.6.659.1|g.4688  ,tadh1677,M,3,-,-,-,Y,-,602,-,-
jgi|Triad1|26225|e_gw1.6.1125.1|m.4162 jgi|Triad1|26225|e_gw1.6.1125.1|g.4162  ,tadh1678,_,2,-,-,-,N,-,206,-,-
jgi|Triad1|26227|e_gw1.6.1009.1|m.4211 jgi|Triad1|26227|e_gw1.6.1009.1|g.4211  ,tadh1679,_,2,-,-,-,N,-,383,-,-
